Site_Name,Date,do_percent,pH,Nitrate,Nitrite,Ammonia,Phosphorus,Chloride,Year,Month,soluble_nitrogen
Baron Fork River: Welling Road,2017-06-15,71.0,7.5,1.0,0.03,0.03,0.005,10.0,2017,6,1.06
Baron Fork River: Welling Road,2017-07-29,75.0,7.5,0.5,0.03,0.03,0.033,10.0,2017,7,0.56
Baron Fork River: Welling Road,2017-08-28,72.0,7.5,1.0,0.03,0.03,0.027,10.0,2017,8,1.06
Baron Fork River: Welling Road,2017-09-22,59.0,7.3,5.0,0.03,0.03,0.3,10.0,2017,9,5.06
Baron Fork River: Welling Road,2017-10-19,64.0,7.5,1.0,0.03,0.03,0.005,10.0,2017,10,1.06
Baron Fork River: Welling Road,2017-11-17,71.0,7.5,0.5,0.03,0.03,0.005,10.0,2017,11,0.56
Baron Fork River: Welling Road,2017-12-21,75.0,7.5,1.0,0.03,0.03,0.005,10.0,2017,12,1.06
Baron Fork River: Welling Road,2018-01-18,68.0,7.5,1.0,0.03,0.03,0.02,10.0,2018,1,1.06
Baron Fork River: Welling Road,2018-02-15,106.0,7.5,1.0,0.03,0.03,0.02,15.0,2018,2,1.06
Baron Fork River: Welling Road,2018-03-15,105.0,7.5,2.0,0.03,0.03,0.005,10.0,2018,3,2.06
Baron Fork River: Welling Road,2018-04-23,110.0,7.5,2.0,0.03,0.03,0.005,10.0,2018,4,2.06
Baron Fork River: Welling Road,2018-05-27,116.0,7.5,1.6,0.03,0.03,0.0267,10.0,2018,5,1.66
Baron Fork River: Welling Road,2018-06-20,110.0,7.5,2.0,0.03,0.03,0.02,10.0,2018,6,2.06
Baron Fork River: Welling Road,2018-07-23,88.0,7.5,1.0,0.03,0.03,0.02,10.0,2018,7,1.06
Baron Fork River: Welling Road,2018-08-29,117.0,7.5,1.5,0.03,0.03,0.02,10.0,2018,8,1.56
Baron Fork River: Welling Road,2018-09-26,81.0,8.0,1.0,0.03,0.03,0.013,10.0,2018,9,1.06
Baron Fork River: Welling Road,2018-11-05,81.0,7.5,2.0,0.03,0.03,0.013,10.0,2018,11,2.06
Baron Fork River: Welling Road,2018-11-27,95.0,7.5,2.0,0.03,0.03,0.033,10.0,2018,11,2.06
Baron Fork River: Welling Road,2018-12-18,77.0,7.5,2.0,0.03,0.03,0.033,10.0,2018,12,2.06
Baron Fork River: Welling Road,2019-01-21,105.0,7.5,3.0,0.3,0.03,0.005,10.0,2019,1,3.33
Baron Fork River: Welling Road,2019-02-20,95.0,7.5,5.0,0.03,0.03,0.033,10.0,2019,2,5.06
Baron Fork River: Welling Road,2019-03-29,104.0,7.5,3.0,0.03,0.03,0.007,10.0,2019,3,3.06
Baron Fork River: Welling Road,2019-04-18,99.0,7.5,2.0,0.03,0.03,0.005,10.0,2019,4,2.06
Baron Fork River: Welling Road,2019-05-17,107.0,,1.8,0.03,0.03,0.005,10.0,2019,5,1.86
Baron Fork River: Welling Road,2019-07-17,91.0,8.0,3.0,0.03,0.03,0.005,10.0,2019,7,3.06
Baron Fork River: Welling Road,2019-08-21,111.0,8.0,2.0,0.03,0.03,0.005,10.0,2019,8,2.06
Baron Fork River: Welling Road,2019-10-01,96.0,7.5,2.0,0.03,0.03,0.005,10.0,2019,10,2.06
Baron Fork River: Welling Road,2019-10-31,101.0,7.5,2.0,0.03,0.03,0.005,5.0,2019,10,2.06
Baron Fork River: Welling Road,2019-11-22,100.0,7.5,2.0,0.03,0.03,0.005,5.0,2019,11,2.06
Baron Fork River: Welling Road,2019-12-22,95.0,7.5,2.0,0.03,0.03,0.005,10.0,2019,12,2.06
Baron Fork River: Welling Road,2020-01-24,106.0,7.5,3.0,0.03,0.03,0.005,10.0,2020,1,3.06
Baron Fork River: Welling Road,2020-02-21,140.0,7.5,2.0,0.03,0.03,0.005,,2020,2,2.06
Baron Fork River: Welling Road,2020-03-20,110.0,7.5,2.0,0.03,0.03,0.005,10.0,2020,3,2.06
Baron Fork River: Welling Road,2020-04-23,97.0,7.5,2.0,0.03,0.03,0.005,10.0,2020,4,2.06
Baron Fork River: Welling Road,2020-05-18,82.0,7.5,2.0,0.03,0.03,0.005,10.0,2020,5,2.06
"Bear Creek: E 0110 Road, Kaw Tribe",2005-03-01,120.0,8.0,0.3,,0.03,0.027,10.0,2005,3,0.36
"Bear Creek: E 0110 Road, Kaw Tribe",2005-04-05,145.0,8.0,0.3,,0.03,0.005,10.0,2005,4,0.36
Bear Creek: Miller Ranch,2005-04-26,110.0,8.0,0.58,,0.03,0.1,15.0,2005,4,0.64
Bear Creek: Miller Ranch,2005-06-04,79.0,8.0,0.2,,0.03,0.053,15.0,2005,6,0.26
Bear Creek: Miller Ranch,2005-07-06,110.0,8.0,0.38,,0.03,0.087,15.0,2005,7,0.44
Bear Creek: Miller Ranch,2005-09-20,95.0,8.0,1.5,0.03,0.03,0.067,15.0,2005,9,1.56
Bear Creek: Miller Ranch,2006-07-20,110.0,8.0,0.5,0.08,0.1,0.1,15.0,2006,7,0.68
Beaty Creek,2020-10-26,85.0,7.5,4.0,0.03,0.03,0.073,15.0,2020,10,4.06
Beaty Creek,2020-11-20,101.0,7.5,5.0,0.03,0.03,0.093,15.0,2020,11,5.06
Beaver Creek: N 4370 Rd,2016-01-28,97.0,7.0,0.3,0.03,0.2,0.033,55.0,2016,1,0.53
Beaver Creek: N 4370 Rd,2016-03-29,84.0,6.0,0.3,0.03,0.2,0.005,20.0,2016,3,0.53
Beaver Creek: N 4370 Rd,2016-09-21,96.0,6.0,0.3,0.03,0.1,0.033,10.0,2016,9,0.43
Beaver Creek: N 4370 Rd,2016-11-14,90.0,6.0,0.3,0.03,0.03,0.033,30.0,2016,11,0.36
Beaver Creek: N 4370 Rd,2017-02-15,75.0,7.0,0.3,0.03,0.1,0.013,15.0,2017,2,0.43
Beaver Creek: N 4370 Rd,2017-08-30,84.0,7.0,0.3,0.03,0.2,0.033,15.0,2017,8,0.53
Beaver Creek: N 4370 Rd,2017-09-26,90.0,7.0,0.3,0.03,0.03,0.007,15.0,2017,9,0.36
Beaver Creek: N 4370 Rd,2017-10-31,96.0,7.0,0.3,0.03,0.03,0.005,15.0,2017,10,0.36
Beaver Creek: N 4370 Rd,2018-01-25,44.0,7.0,1.0,0.03,0.3,0.005,20.0,2018,1,1.33
Beaver Creek: N 4370 Rd,2018-03-13,105.0,7.0,1.5,0.03,0.1,0.005,10.0,2018,3,1.63
Beaver Creek: N 4370 Rd,2018-08-28,119.0,7.0,0.3,0.03,0.03,0.005,10.0,2018,8,0.36
Beaver Creek: N 4370 Rd,2018-10-03,,7.0,0.3,0.03,0.2,0.005,15.0,2018,10,0.53
Beaver Creek: N 4370 Rd,2018-11-29,,7.0,0.3,0.03,0.1,0.013,15.0,2018,11,0.43
Beaver Creek: N 4370 Rd,2019-02-04,135.0,7.0,2.0,0.15,0.3,0.033,15.0,2019,2,2.45
Beaver Creek: N 4370 Rd,2019-03-27,95.0,7.0,0.3,0.03,0.03,0.013,15.0,2019,3,0.36
Beaver Creek: N 4370 Rd,2019-08-28,61.0,7.0,2.0,0.03,0.03,0.233,15.0,2019,8,2.06
Big Cabin Creek: E 90 Road,2011-09-21,79.0,7.7,,0.5,0.1,0.007,15.0,2011,9,0.9
Big Cabin Creek: E 90 Road,2011-11-17,36.0,8.0,0.5,0.5,,,,2011,11,1.03
Big Cabin Creek: E 90 Road,2011-12-14,23.0,7.8,2.0,0.1,0.1,0.033333333,15.0,2011,12,2.2
Big Spring Trib of Bitter Creek: Big Spring Picnic Area,2005-01-19,85.0,7.5,11.0,,0.03,0.067,20.0,2005,1,11.06
Big Spring Trib of Bitter Creek: Big Spring Picnic Area,2005-04-24,85.0,7.5,25.0,,0.03,0.067,30.0,2005,4,25.06
Big Spring Trib of Bitter Creek: Big Spring Picnic Area,2005-07-12,97.0,7.5,15.0,,0.03,0.1,65.0,2005,7,15.06
Big Spring Trib of Bitter Creek: Big Spring Picnic Area,2005-09-18,106.0,7.5,10.0,,0.03,0.107,30.0,2005,9,10.06
Big Spring Trib of Bitter Creek: Big Spring Picnic Area,2005-10-01,,,,,,,,2005,10,0.36
Big Spring Trib of Bitter Creek: Big Spring Picnic Area,2006-08-07,105.0,7.5,5.0,0.08,0.01,0.23,25.0,2006,8,5.09
Bird Creek: Avant,2016-12-02,111.0,7.75,0.3,0.03,0.03,0.053,35.0,2016,12,0.36
Bird Creek: Avant,2017-01-10,100.0,7.25,0.3,0.03,0.03,0.033,60.0,2017,1,0.36
Bird Creek: Avant,2017-02-10,121.0,7.75,0.3,0.03,0.03,0.033,60.0,2017,2,0.36
Bird Creek: Avant,2017-03-21,131.0,5.5,0.3,0.03,0.03,0.013,65.0,2017,3,0.36
Bird Creek: Avant,2017-06-27,142.0,7.2,0.3,0.03,0.03,0.005,50.0,2017,6,0.36
Bird Creek: Avant,2017-07-28,133.0,7.5,0.3,0.03,0.03,0.007,45.0,2017,7,0.36
Bird Creek: Avant,2017-09-10,125.0,7.5,0.3,0.03,0.03,0.007,40.0,2017,9,0.36
Bird Creek: Avant,2017-11-24,88.0,7.0,0.3,0.03,0.03,0.007,40.0,2017,11,0.36
Bird Creek: Rustic Lounge,2018-11-20,117.0,7.9,1.0,0.03,,0.02,35.0,2018,11,1.06
Bird Creek: Rustic Lounge,2018-12-22,90.0,7.6,0.3,0.03,0.03,0.007,30.0,2018,12,0.36
Bird Creek: Rustic Lounge,2019-01-21,66.0,7.5,0.3,0.03,0.03,0.013,35.0,2019,1,0.36
Bird Creek: Rustic Lounge,2019-04-21,70.0,7.4,1.0,0.1,0.03,0.06,25.0,2019,4,1.13
Bird Creek: Walnut St.,2010-10-27,19.0,7.8,,,0.1,0.106666667,65.0,2010,10,0.43
Bishop Creek Tributary: Basket 12,2017-03-05,120.0,7.25,1.0,0.03,0.03,0.033,140.0,2017,3,1.06
Bishop Creek Tributary: Basket 12,2017-05-06,94.0,7.75,0.3,0.03,0.1,0.11,200.0,2017,5,0.43
Bishop Creek Tributary: Basket 12,2017-07-07,,8.0,0.5,0.07,0.03,0.053,55.0,2017,7,0.6
Bishop Creek Tributary: Basket 12,2017-09-17,85.0,8.5,0.3,0.03,0.1,0.013,140.0,2017,9,0.43
Bishop Creek Tributary: Basket 12,2017-11-18,70.0,8.0,1.0,0.15,0.03,0.005,120.0,2017,11,1.18
Bishop Creek Tributary: Basket 12,2019-01-27,80.0,7.75,2.0,0.03,0.03,0.005,160.0,2019,1,2.06
Bishop Creek Tributary: Basket 12,2019-04-07,73.0,7.75,2.0,0.03,0.03,0.005,120.0,2019,4,2.06
Bishop Creek Tributary: Basket 12,2019-08-05,56.0,7.75,0.3,0.03,0.03,0.005,160.0,2019,8,0.36
Bishop Creek Tributary: Basket 12,2019-12-09,8.0,7.75,2.0,0.03,0.03,0.005,160.0,2019,12,2.06
Bishop Creek Tributary: Basket 12,2020-07-26,,,,,,,,2020,7,0.36
Bishop Creek: Constitution Street,2005-09-06,95.0,8.0,0.5,0.03,0.03,0.012,35.0,2005,9,0.56
Bishop Creek: Constitution Street,2005-10-09,71.0,7.5,1.0,,0.03,0.02,20.0,2005,10,1.06
Bishop Creek: Constitution Street,2006-01-08,80.0,7.3,0.5,0.03,0.03,0.04,15.0,2006,1,0.56
Bishop Creek: Constitution Street,2006-08-04,53.0,7.8,1.0,0.15,0.2,0.7,45.0,2006,8,1.35
Bishop Creek: Constitution Street,2007-03-22,105.0,8.0,0.5,0.08,,0.227,70.0,2007,3,0.61
Bishop Creek: Constitution Street,2007-04-22,78.0,7.8,1.5,0.07,0.1,0.1,65.0,2007,4,1.67
Bishop Creek: Constitution Street,2008-04-04,66.0,7.6,1.8,0.14,0.05,0.053,55.0,2008,4,1.99
Bishop Creek: Constitution Street,2008-05-05,36.0,7.5,1.5,0.15,0.1,0.047,85.0,2008,5,1.75
Bishop Creek: Constitution Street,2009-01-09,81.0,,0.75,0.08,,,,2009,1,0.86
Bishop Creek: Constitution Street,2009-04-11,100.0,7.75,0.5,0.08,0.1,0.013,105.0,2009,4,0.68
Bishop Creek: Constitution Street,2009-06-13,,7.3,1.0,,0.2,0.176666667,120.0,2009,6,1.23
Bishop Creek: Constitution Street,2009-07-11,34.0,7.7,1.5,0.23,0.4,0.193333333,50.0,2009,7,2.13
Bishop Creek: Constitution Street,2009-07-11,39.0,7.65,1.5,0.23,0.4,0.193,45.0,2009,7,2.13
Bishop Creek: Constitution Street,2009-08-08,64.0,7.3,0.5,0.15,0.2,0.133333333,25.0,2009,8,0.85
Bishop Creek: Constitution Street,2009-08-08,65.0,7.25,0.5,0.15,0.2,0.13,25.0,2009,8,0.85
Bishop Creek: Constitution Street,2009-09-12,70.0,7.5,0.6,0.08,0.2,0.106666667,15.0,2009,9,0.88
Bishop Creek: Constitution Street,2009-09-12,78.0,7.5,0.5,0.08,0.2,,100.0,2009,9,0.78
Bishop Creek: Constitution Street,2009-10-10,75.0,7.5,1.0,0.15,0.1,0.18,10.0,2009,10,1.25
Bishop Creek: Constitution Street,2009-11-14,60.0,7.8,1.5,0.08,0.3,0.053333333,85.0,2009,11,1.88
Bishop Creek: Constitution Street,2009-11-14,63.0,7.8,1.5,0.05,0.3,0.053,85.0,2009,11,1.85
Bishop Creek: Constitution Street,2009-12-12,81.0,7.8,2.0,,0.3,0.04,75.0,2009,12,2.33
Bishop Creek: Constitution Street,2009-12-12,86.0,7.75,2.0,0.08,0.3,0.04,75.0,2009,12,2.38
Bishop Creek: Constitution Street,2010-01-09,80.0,7.5,0.75,,0.1,0.013333333,30.0,2010,1,0.88
Bishop Creek: Constitution Street,2010-02-13,94.0,7.3,1.0,0.15,0.2,0.026666667,35.0,2010,2,1.35
Bishop Creek: Constitution Street,2010-03-13,106.0,7.6,0.5,,0.1,0.033333333,35.0,2010,3,0.63
Bishop Creek: Constitution Street,2010-03-14,105.0,,0.5,0.08,,,,2010,3,0.61
Bishop Creek: Constitution Street,2010-04-10,40.0,7.7,0.5,0.08,0.2,0.1,75.0,2010,4,0.78
Bishop Creek: Constitution Street,2010-05-08,75.0,7.6,1.5,0.15,0.3,0.14,120.0,2010,5,1.95
Bishop Creek: Constitution Street,2010-09-11,50.0,7.3,1.0,0.08,0.1,0.173333333,35.0,2010,9,1.18
Bishop Creek: Constitution Street,2010-10-09,61.0,7.5,1.5,0.25,0.8,0.06,80.0,2010,10,2.55
Bishop Creek: Constitution Street,2012-08-18,82.0,7.7,,,0.1,0.233333333,55.0,2012,8,0.43
Bishop Creek: Constitution Street,2012-09-23,135.0,8.0,,,0.1,0.146666667,60.0,2012,9,0.43
Bishop Creek: Constitution Street,2012-10-20,38.0,7.9,4.0,1.0,,0.133333333,40.0,2012,10,5.03
Bishop Creek: Constitution Street,2012-11-26,35.0,7.8,,,0.1,0.133333333,50.0,2012,11,0.43
Bishop Creek: Constitution Street,2013-01-12,53.0,7.5,,,0.1,0.007,60.0,2013,1,0.43
Bishop Creek: Constitution Street,2013-01-19,,7.7,,,0.1,0.133333333,60.0,2013,1,0.43
Bishop Creek: Constitution Street,2013-02-16,79.0,7.8,,,0.1,0.033333333,45.0,2013,2,0.43
Bishop Creek: Constitution Street,2013-03-16,111.0,8.0,,1.0,0.1,0.18,60.0,2013,3,1.4
Bishop Creek: Constitution Street,2013-04-20,71.0,7.5,1.0,,0.1,0.146666667,80.0,2013,4,1.13
Bishop Creek: Constitution Street,2013-07-20,56.0,7.7,0.3,0.03,0.2,0.13,60.0,2013,7,0.53
Bishop Creek: Constitution Street,2013-07-20,91.0,7.75,0.3,0.03,0.03,0.11,60.0,2013,7,0.36
Bishop Creek: Constitution Street,2013-09-22,55.0,7.5,0.3,0.03,0.03,0.25,45.0,2013,9,0.36
Bishop Creek: Constitution Street,2013-10-19,38.0,7.75,0.5,0.03,0.03,0.07,60.0,2013,10,0.56
Bishop Creek: Constitution Street,2013-11-29,46.0,7.7,1.0,0.03,0.03,0.07,200.0,2013,11,1.06
Bishop Creek: Constitution Street,2013-12-28,33.0,7.75,0.3,0.03,0.03,0.17,120.0,2013,12,0.36
Bishop Creek: Constitution Street,2014-01-18,76.0,7.9,0.3,0.03,0.1,0.02,100.0,2014,1,0.43
Bishop Creek: Constitution Street,2014-02-15,69.0,8.0,0.5,0.03,0.03,0.07,180.0,2014,2,0.56
Bishop Creek: Constitution Street,2014-03-21,81.0,8.0,0.3,0.03,0.03,0.07,100.0,2014,3,0.36
Bishop Creek: Constitution Street,2014-04-19,61.0,7.75,0.3,0.3,0.1,0.067,90.0,2014,4,0.7
Bishop Creek: Constitution Street,2014-05-17,43.0,7.75,1.0,1.0,2.0,0.24,85.0,2014,5,4.0
Bishop Creek: Constitution Street,2014-05-28,,,0.3,0.5,0.3,0.23,,2014,5,1.1
Bishop Creek: Constitution Street,2014-06-07,64.0,7.75,0.3,0.03,0.1,0.18,75.0,2014,6,0.43
Bishop Creek: Constitution Street,2014-07-25,66.0,7.75,0.3,0.03,0.1,0.17,55.0,2014,7,0.43
Bishop Creek: Constitution Street,2014-08-16,28.0,7.75,0.3,0.03,0.3,0.3,60.0,2014,8,0.63
Bishop Creek: Constitution Street,2014-09-30,19.0,7.75,0.3,0.03,0.3,0.067,60.0,2014,9,0.63
Bishop Creek: Constitution Street,2014-10-30,15.0,7.75,0.3,0.03,0.03,0.23,55.0,2014,10,0.36
Bishop Creek: Constitution Street,2014-11-30,46.0,7.75,0.3,0.03,0.03,0.03,80.0,2014,11,0.36
Bishop Creek: Constitution Street,2015-01-17,67.0,7.75,0.3,0.03,0.03,0.047,140.0,2015,1,0.36
Bishop Creek: Constitution Street,2015-02-21,78.0,7.75,0.3,0.03,0.03,0.033,160.0,2015,2,0.36
Bishop Creek: Constitution Street,2015-03-21,55.0,7.5,0.3,0.03,0.1,0.06,50.0,2015,3,0.43
Bishop Creek: Constitution Street,2015-04-18,55.0,7.75,0.3,0.05,0.2,0.14,100.0,2015,4,0.55
Bishop Creek: Constitution Street,2015-05-31,85.0,7.75,0.5,0.05,0.03,0.127,140.0,2015,5,0.58
Bishop Creek: Constitution Street,2015-06-20,84.0,8.0,0.3,,0.03,0.147,140.0,2015,6,0.36
Bishop Creek: Constitution Street,2015-07-18,50.0,7.75,1.5,0.03,0.03,0.08,160.0,2015,7,1.56
Bishop Creek: Constitution Street,2015-08-23,30.0,7.75,0.3,0.03,0.03,0.133,60.0,2015,8,0.36
Bishop Creek: Constitution Street,2015-09-19,45.0,8.0,0.3,0.03,0.1,0.087,60.0,2015,9,0.43
Bishop Creek: Constitution Street,2015-10-18,51.0,7.75,0.3,0.03,0.3,0.04,65.0,2015,10,0.63
Bishop Creek: Constitution Street,2015-11-25,46.0,7.75,0.3,0.03,0.03,0.1,85.0,2015,11,0.36
Bishop Creek: Constitution Street,2016-01-31,77.0,8.0,1.0,0.03,0.03,0.047,140.0,2016,1,1.06
Bishop Creek: Constitution Street,2016-02-27,67.0,7.75,0.3,0.03,0.03,0.005,85.0,2016,2,0.36
Bishop Creek: Constitution Street,2016-03-26,75.0,8.0,0.3,0.03,0.03,0.005,160.0,2016,3,0.36
Bishop Creek: Constitution Street,2016-04-16,32.0,7.75,0.3,0.03,0.4,0.153,65.0,2016,4,0.73
Bishop Creek: Constitution Street,2016-05-21,65.0,7.6,1.0,0.03,0.2,0.12,55.0,2016,5,1.23
Bishop Creek: Constitution Street,2016-06-18,75.0,8.0,3.0,0.03,0.1,0.147,90.0,2016,6,3.13
Bishop Creek: Constitution Street,2016-07-21,64.0,8.0,0.3,0.03,0.03,0.113,75.0,2016,7,0.36
Bishop Creek: Constitution Street,2016-08-21,47.0,8.0,0.3,0.03,0.03,0.133,90.0,2016,8,0.36
Bishop Creek: Constitution Street,2016-09-28,64.0,7.75,1.0,0.03,0.03,0.167,40.0,2016,9,1.06
Bishop Creek: Constitution Street,2016-10-23,41.0,7.75,0.3,0.03,0.03,0.067,80.0,2016,10,0.36
Bishop Creek: Constitution Street,2016-11-19,52.0,7.75,0.3,0.03,0.03,0.073,80.0,2016,11,0.36
Bishop Creek: Constitution Street,2016-12-28,75.0,7.75,0.3,0.03,0.03,0.053,120.0,2016,12,0.36
Bishop Creek: Constitution Street,2017-01-21,69.0,7.75,1.0,0.03,0.1,0.107,85.0,2017,1,1.13
Bishop Creek: Constitution Street,2017-02-18,81.0,7.75,0.3,0.03,0.1,0.08,60.0,2017,2,0.43
Bishop Creek: Constitution Street,2017-04-28,70.0,7.75,1.0,0.03,0.03,0.1,65.0,2017,4,1.06
Bishop Creek: Constitution Street,2017-05-27,70.0,7.75,0.3,0.03,0.1,0.133,95.0,2017,5,0.43
Bishop Creek: Constitution Street,2017-06-25,70.0,7.75,1.0,0.03,0.1,0.153,95.0,2017,6,1.13
Bishop Creek: Constitution Street,2017-07-22,65.0,7.75,1.5,0.03,0.2,0.167,55.0,2017,7,1.73
Bishop Creek: Constitution Street,2017-08-19,62.0,7.75,0.3,0.03,0.03,0.247,40.0,2017,8,0.36
Bishop Creek: Constitution Street,2017-09-17,74.0,7.75,0.3,0.03,0.03,0.18,90.0,2017,9,0.36
Bishop Creek: Constitution Street,2017-10-31,71.0,7.75,0.3,0.03,0.03,0.067,90.0,2017,10,0.36
Bishop Creek: Constitution Street,2017-12-03,106.0,7.75,0.3,0.03,0.03,0.033,120.0,2017,12,0.36
Bishop Creek: Constitution Street,2018-01-27,99.0,7.8,0.3,0.03,0.03,0.047,100.0,2018,1,0.36
Bishop Creek: Constitution Street,2018-02-25,100.0,7.4,0.3,0.03,0.03,,60.0,2018,2,0.36
Bishop Creek: Constitution Street,2018-03-31,86.0,7.75,0.3,0.03,0.03,0.047,85.0,2018,3,0.36
Bishop Creek: Constitution Street,2018-04-28,53.0,7.75,0.3,0.03,0.2,0.067,75.0,2018,4,0.53
Bishop Creek: Constitution Street,2018-05-26,59.0,7.5,0.5,0.03,0.2,0.173,30.0,2018,5,0.73
Bishop Creek: Constitution Street,2018-06-30,76.0,7.75,1.0,0.03,0.03,0.167,70.0,2018,6,1.06
Bishop Creek: Constitution Street,2018-07-21,40.0,8.0,2.0,0.03,0.2,0.247,70.0,2018,7,2.23
Bishop Creek: Constitution Street,2018-08-25,88.0,8.0,0.5,0.03,0.03,0.113,70.0,2018,8,0.56
Bishop Creek: Constitution Street,2018-09-25,68.0,7.75,0.5,0.03,0.1,0.12,75.0,2018,9,0.63
Bishop Creek: Constitution Street,2018-10-28,70.0,7.75,0.5,0.03,0.03,0.147,90.0,2018,10,0.56
Bishop Creek: Constitution Street,2018-11-25,77.0,7.75,0.5,0.03,0.03,0.033,100.0,2018,11,0.56
Bishop Creek: Constitution Street,2019-01-27,70.0,7.85,2.0,0.03,0.03,0.113,140.0,2019,1,2.06
Bishop Creek: Constitution Street,2019-02-24,57.0,7.75,1.5,0.03,0.03,0.047,90.0,2019,2,1.56
Bishop Creek: Constitution Street,2019-03-31,51.0,7.75,1.5,0.03,0.03,0.04,50.0,2019,3,1.56
Bishop Creek: Constitution Street,2019-04-21,52.0,7.75,1.5,0.03,0.03,0.1,100.0,2019,4,1.56
Bishop Creek: Constitution Street,2019-05-31,66.0,7.75,1.5,0.03,0.03,0.1,95.0,2019,5,1.56
Bishop Creek: Constitution Street,2019-06-30,50.0,7.75,1.5,0.03,0.03,0.14,140.0,2019,6,1.56
Bishop Creek: Constitution Street,2019-07-27,71.0,7.75,1.5,0.03,0.03,0.067,140.0,2019,7,1.56
Bishop Creek: Constitution Street,2019-09-15,51.0,7.75,1.5,0.03,0.03,0.067,35.0,2019,9,1.56
Bishop Creek: Constitution Street,2019-10-31,72.0,7.75,0.3,0.03,0.03,0.08,35.0,2019,10,0.36
Bishop Creek: Constitution Street,2019-11-19,53.0,7.75,0.3,0.03,0.03,0.067,95.0,2019,11,0.36
Bishop Creek: Constitution Street,2020-01-26,60.0,8.0,1.5,0.03,0.03,0.1,95.0,2020,1,1.56
Bishop Creek: Constitution Street,2020-02-29,67.0,7.75,1.5,0.03,0.03,0.033,120.0,2020,2,1.56
Bishop Creek: Eastwoods Park,2012-02-11,85.0,8.0,1.5,,0.1,,60.0,2012,2,1.63
Bishop Creek: Eastwoods Park,2012-03-10,87.0,7.5,,,0.1,0.023333333,95.0,2012,3,0.43
Bishop Creek: Eastwoods Park,2012-04-14,89.0,7.5,,,0.1,0.333333333,55.0,2012,4,0.43
Bishop Creek: Eastwoods Park,2012-05-12,65.0,7.8,,,0.1,0.066666667,30.0,2012,5,0.43
Bishop Creek: Eastwoods Park,2012-06-09,56.0,7.8,,,0.1,0.06,65.0,2012,6,0.43
Bishop Creek: Eastwoods Park,2012-07-14,,,,,,,,2012,7,0.36
Bishop Creek: Eastwoods Park,2012-08-11,41.0,8.0,,,,,,2012,8,0.36
Bishop Creek: Eastwoods Park,2012-09-08,44.0,7.5,,,0.1,0.016666667,100.0,2012,9,0.43
Bishop Creek: Eastwoods Park,2012-10-13,90.0,7.5,,,0.1,0.12,100.0,2012,10,0.43
Bishop Creek: Eastwoods Park,2012-11-10,51.0,,,,,,,2012,11,0.36
Bishop Creek: Eastwoods Park,2012-12-08,7.0,,,,,,,2012,12,0.36
Bishop Creek: Eastwoods Park,2013-01-12,52.0,7.5,,,0.1,0.007,60.0,2013,1,0.43
Bishop Creek: Eastwoods Park,2013-02-09,34.0,7.5,,,0.1,0.034666667,120.0,2013,2,0.43
Bishop Creek: Eastwoods Park,2013-03-09,65.0,8.0,,,0.1,0.007,160.0,2013,3,0.43
Bishop Creek: Eastwoods Park,2013-04-13,105.0,7.5,,,0.1,0.046666667,45.0,2013,4,0.43
Bishop Creek: Eastwoods Park,2013-05-11,91.0,8.0,1.0,,0.1,0.066666667,95.0,2013,5,1.13
Bishop Creek: Eastwoods Park,2013-06-08,100.0,8.0,1.0,,0.1,0.007,220.0,2013,6,1.13
Bishop Creek: Eastwoods Park,2013-07-13,50.0,8.0,0.3,0.03,0.03,0.107,50.0,2013,7,0.36
Bishop Creek: Eastwoods Park,2013-08-10,106.0,8.0,0.3,0.03,0.03,0.166667,85.0,2013,8,0.36
Bishop Creek: Eastwoods Park,2013-09-14,37.0,7.7,0.3,0.03,0.03,0.233,45.0,2013,9,0.36
Bishop Creek: Eastwoods Park,2013-10-12,54.0,8.0,1.0,0.03,0.03,0.1,140.0,2013,10,1.06
Bishop Creek: Eastwoods Park,2013-11-09,71.0,8.0,2.0,0.15,0.03,0.1667,0.0,2013,11,2.18
Bishop Creek: Eastwoods Park,2014-01-11,59.0,7.8,1.0,0.15,0.4,0.18,180.0,2014,1,1.55
Bishop Creek: Eastwoods Park,2014-03-08,54.0,7.8,0.3,0.03,0.03,0.005,280.0,2014,3,0.36
Bishop Creek: Eastwoods Park,2014-04-12,46.0,7.9,0.3,0.03,0.03,0.16,180.0,2014,4,0.36
Bishop Creek: Eastwoods Park,2014-05-10,18.0,7.6,0.3,0.03,0.7,0.2333,140.0,2014,5,1.03
Bishop Creek: Eastwoods Park,2014-06-14,70.0,8.0,0.3,0.03,0.4,0.147,140.0,2014,6,0.73
Bishop Creek: Eastwoods Park,2014-07-12,33.0,7.7,0.3,0.03,0.2,0.153,100.0,2014,7,0.53
Bishop Creek: Eastwoods Park,2014-08-09,25.0,7.7,0.3,0.03,0.2,0.186,160.0,2014,8,0.53
Bishop Creek: Eastwoods Park,2014-09-13,41.0,7.5,1.0,0.03,0.03,0.1,60.0,2014,9,1.06
Bishop Creek: Eastwoods Park,2014-11-08,62.0,7.6,2.0,0.03,0.03,0.023,90.0,2014,11,2.06
Bishop Creek: Eastwoods Park,2014-12-13,45.0,8.0,5.0,0.03,0.03,0.12,400.0,2014,12,5.06
Bishop Creek: Eastwoods Park,2015-01-10,59.0,7.9,,,0.1,0.047,140.0,2015,1,0.43
