Task,SiteName,WBID,IR_WBID,Latitude,Longitude,COMID,Date,Year,Cycle,PCID,County,Basin,RiverBasin,HUC_8,HUC_12,L4_Ecoregion,L3_Ecoregion,Mod_Ecoregion,StreamOrder,Watershed_Area,F.WP,WQ.Score,WQ.Grade,Bug.Score,Bug.Grade,Fish.Score,Fish.Grade,Habitat.Score,Habitat.Grade,Overall.Score,Letter.Grade
Blue Thumb,Buckhorn Creek: Ramsey,OK311210-00-0090P,OK311210000090_00,34.709177,-97.962334,8357623,8/10/2015,2015,3,OK311210-00-0090P_3,Grady,Washita-Red,Upper Red R.,11130208,1.11302E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,1,19.0071,WWAC,NA,,0.4794354,F,NA,,NA,,0.4794354,F
Blue Thumb,Buffalo Creek:  Ballard,OK410210-06-0020W,OK410210060020_00,34.3908888,-94.4725833,630087,6/30/2011,2011,2,OK410210-06-0020W_2,McCurtain,L Red,Little R.,11140108,1.11401E+11,Athens Plateau,Ouachita Mountains,Ouachita Mountains,3,172.0665,CWAC,NA,,0.836889422,B,0.785714286,C,1,A,0.874201236,B
Blue Thumb,Buffalo Creek:  Ballard,OK410210-06-0020W,OK410210060020_00,34.3908888,-94.4725833,630087,9/1/2005,2005,1,OK410210-06-0020W_1,McCurtain,L Red,Little R.,11140108,1.11401E+11,Athens Plateau,Ouachita Mountains,Ouachita Mountains,3,172.0665,CWAC,NA,,0.87891012,B,0.9642857,A,0.805593536,B,0.882929785,B
Blue Thumb,Buffalo Creek:  Ballard,OK410210-06-0020W,OK410210060020_00,34.3908888,-94.4725833,630087,8/6/2013,2013,3,OK410210-06-0020W_3,McCurtain,L Red,Little R.,11140108,1.11401E+11,Athens Plateau,Ouachita Mountains,Ouachita Mountains,3,172.0665,CWAC,NA,,0.873423858,B,NA,,NA,,0.873423858,B
Blue Thumb,Buffalo Creek:  Cosby,OK620920-05-0010T,OK620920050010_00,36.84039,-99.69523,21043526,6/25/2009,2009,2,OK620920-05-0010T_2,Harper,Cimarron-Upper Arkansas,Cimarron R.,11050001,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,4,181.1493,WWAC,NA,,0.635701949,D,1.027703307,A,0.954940947,A,0.872782068,B
Blue Thumb,Buffalo Creek:  Hwy 74B,OK520610-03-0110G,OK520610030110_00,35.1025,-97.61137,6026042,7/9/2007,2007,2,OK520610-03-0110G_2,McClain,U Canadian,Canadian R.,11090202,1.10902E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,1,21.2589,WWAC,NA,,0.7283068,C,0.571428571,F,0.798712223,B,0.699482531,C
Blue Thumb,Campbell Creek:  OCU Property,OK520520-00-0230M,OK520520000230_00,35.41521,-97.6515,393380,6/17/2011,2011,3,OK520520-00-0230M_3,Oklahoma,Arkansas-Canadian,Canadian R.,11100301,1.11003E+11,Prairie Tableland,Central Great Plains,Central Great Plains,1,17.3925,WWAC,NA,,0.357402718,F,0.5808758,F,1,A,0.646092839,D
Blue Thumb,Campbell Creek:  OCU Property,OK520520-00-0230M,OK520520000230_00,35.41521,-97.6515,393380,6/13/2007,2007,2,OK520520-00-0230M_2,Oklahoma,Arkansas-Canadian,Canadian R.,11100301,1.11003E+11,Prairie Tableland,Central Great Plains,Central Great Plains,1,17.3925,WWAC,NA,,0.52721577,F,0.670241287,D,0.832550224,B,0.676669094,D
Blue Thumb,Caston Creek:  CR 149,OK220100-01-0180C,OK220100010180_00,34.96628,-94.75188,6048160,9/16/2011,2011,3,OK220100-01-0180C_3,LeFlore,Arkansas-Canadian,Arkansas R.,11110105,1.11101E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,3,100.4967,WWAC,NA,,0.781287838,C,0.4814815,F,0.992697411,A,0.75182225,C
Blue Thumb,Caston Creek:  CR 149,OK220100-01-0180C,OK220100010180_00,34.96628,-94.75188,6048160,8/1/2007,2007,2,OK220100-01-0180C_2,LeFlore,Arkansas-Canadian,Arkansas R.,11110105,1.11101E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,3,100.4967,WWAC,NA,,0.60998645,D,0.62962963,D,0.883710189,B,0.707775423,C
Blue Thumb,Cat Creek: Muskogee Ave,OK121500-02-0390D,OK121500020390_00,36.302753,-95.615872,832918,3/8/2021,2021,5,OK121500-02-0390D_5,Rogers,Neosho-Grand,Arkansas R.,11070105,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,1,24.8841,WWAC,NA,,0.33337533,F,NA,,0.937780929,A,0.63557813,D
Blue Thumb,Catfish Creek:  Hwy 66,OK520700-06-0140C,OK520700060140_00,35.82016667,-96.412,535487,1/17/2002,2002,1,OK520700-06-0140C_1,Creek,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,76.0995,WWAC,NA,,0.801412283,B,NA,,NA,,0.801412283,B
Blue Thumb,Cave Springs Branch of Honey Creek,OK121600-03-0340G,OK121600030340_00,36.56305556,-94.639,7583211,2/14/2001,2001,1,OK121600-03-0340G_1,Delaware,Neosho-Grand,Arkansas R.,11070206,1.10702E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,1,35.9631,CWAC,NA,,0.77710993,C,NA,,NA,,0.77710993,C
Blue Thumb,Cedar Hollow Creek:  Nickel Preserve,OK121700-03-0110J,OK121700030110_00,35.99871,-94.89736,399850,8/9/2010,2010,2,OK121700-03-0110J_2,Cherokee,Arkansas-Canadian,Illinois R.,11110103,1.11101E+11,Springfield Plateau,Ozark Highlands,Ouachita Mountains,1,7.8651,WWAC,NA,,0.513675585,F,0.4639654,F,0.930471701,A,0.636037562,D
Blue Thumb,Cedar Hollow Creek:  Nickel Preserve,OK121700-03-0110J,OK121700030110_00,35.99871,-94.89736,399850,6/26/2017,2017,4,OK121700-03-0110J_4,Cherokee,Arkansas-Canadian,Illinois R.,11110103,1.11101E+11,Springfield Plateau,Ozark Highlands,Ouachita Mountains,1,7.8651,WWAC,NA,,0.705352716,C,0.4639654,F,0.868124194,B,0.679147437,D
Blue Thumb,Cedar Hollow Creek:  Nickel Preserve,OK121700-03-0110J,OK121700030110_00,35.99871,-94.89736,399850,1/25/2011,2011,3,OK121700-03-0110J_3,Cherokee,Arkansas-Canadian,Illinois R.,11110103,1.11101E+11,Springfield Plateau,Ozark Highlands,Ouachita Mountains,1,7.8651,WWAC,NA,,0.677006678,D,NA,,NA,,0.677006678,D
Blue Thumb,Chambers Creek,OK121500-02-0400M,OK121500020400_00,36.23417,-95.64345,833376,7/21/2015,2015,3,OK121500-02-0400M_3,Rogers,Neosho-Grand,Arkansas R.,11070105,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,1,19.3122,HLAC,NA,,0.253999085,F,NA,F,0.796795629,B,0.525397357,F
Blue Thumb,Cherry Creek: Rainwater,OK121400-01-0080M,OK121400010080_00,36.364727,-95.882753,21785638,2/26/2021,2021,5,OK121400-01-0080M_5,Tulsa,Neosho-Grand,Arkansas R.,11070106,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,1,14.058,WWAC,NA,,0.227845148,F,NA,,0.84322707,B,0.535536109,F
Blue Thumb,Cherry Creek: Rainwater,OK121400-01-0080M,OK121400010080_00,36.364727,-95.882753,21785638,2/22/2019,2019,4,OK121400-01-0080M_4,Tulsa,Neosho-Grand,Arkansas R.,11070106,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,1,14.058,WWAC,NA,,0.323555212,F,NA,,NA,,0.323555212,F
Blue Thumb,Chisholm Creek:  Sunny Hollow Road,OK620910-04-0100N,OK620910040100_00,35.6439,-97.52791,254648,6/1/2008,2008,NA,NA,Oklahoma,NA,Cimarron R.,11050002,NA,Cross Timbers Transition,Central Great Plains,NA,3,37.4742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue Thumb,Chisholm Creek:  Western,OK620910-04-0100T,OK620910040100_00,35.6233,-97.5335,254814,8/14/2014,2014,3,OK620910-04-0100T_3,Oklahoma,Cimarron-Upper Arkansas,Cimarron R.,11050002,1.105E+11,Prairie Tableland,Central Great Plains,Cross Timbers,2,19.0872,WWAC,NA,,0.632798728,D,0.571428571,F,0.990669244,A,0.731632181,C
Blue Thumb,Chisholm Creek:  Western,OK620910-04-0100T,OK620910040100_00,35.6233,-97.5335,254814,7/1/2019,2019,4,OK620910-04-0100T_4,Oklahoma,Cimarron-Upper Arkansas,Cimarron R.,11050002,1.105E+11,Prairie Tableland,Central Great Plains,Cross Timbers,2,19.0872,WWAC,NA,,0.778943266,C,0.5714286,F,1,A,0.783457289,C
Blue Thumb,Chisholm Creek:  Western,OK620910-04-0100T,OK620910040100_00,35.6233,-97.5335,254814,6/11/2009,2009,2,OK620910-04-0100T_2,Oklahoma,Cimarron-Upper Arkansas,Cimarron R.,11050002,1.105E+11,Prairie Tableland,Central Great Plains,Cross Timbers,2,19.0872,WWAC,NA,,0.575605053,F,0.5714286,F,1,A,0.715677884,C
Blue Thumb,Chisholm Creek:  Western,OK620910-04-0100T,OK620910040100_00,35.6233,-97.5335,254814,8/9/2005,2005,1,OK620910-04-0100T_1,Oklahoma,Cimarron-Upper Arkansas,Cimarron R.,11050002,1.105E+11,Prairie Tableland,Central Great Plains,Cross Timbers,2,19.0872,WWAC,NA,,0.405113404,F,0.923076923,A,0.897412204,A,0.74186751,C
Blue Thumb,Chisholm Creek: NW 186 & Western,OK620910-04-0100L,OK620910040100_10,35.660447,-97.532443,254578,7/26/2019,2019,4,OK620910-04-0100L_4,Oklahoma,Cimarron-Upper Arkansas,Cimarron R.,11050002,1.105E+11,Prairie Tableland,Central Great Plains,Cross Timbers,3,62.3583,WWAC,NA,,0.681231898,D,0.5714286,F,0.833742243,B,0.69546758,C
Blue Thumb,Chisholm Creek: Sorghum Mill Rd,OK620910-04-0100I,OK620910040100_00,35.71095,-97.53001,254408,6/3/2015,2015,3,OK620910-04-0100I_3,Oklahoma,Cimarron-Upper Arkansas,Cimarron R.,11050002,1.105E+11,Prairie Tableland,Central Great Plains,Cross Timbers,3,95.3775,WWAC,NA,,0.864099975,B,0.5714286,F,0.932049286,A,0.78919262,C
Blue Thumb,Chisholm Creek: Sorghum Mill Rd,OK620910-04-0100I,OK620910040100_00,35.71095,-97.53001,254408,2/17/2016,2016,4,OK620910-04-0100I_4,Oklahoma,Cimarron-Upper Arkansas,Cimarron R.,11050002,1.105E+11,Prairie Tableland,Central Great Plains,Cross Timbers,3,95.3775,WWAC,NA,,0.601286207,D,NA,,NA,,0.601286207,D
Blue Thumb,Choctaw Creek: Indian Meridian,OK520520-00-0030D,OK520520000030_00,35.499895,-97.247462,415525,2/27/2016,2016,NA,NA,Oklahoma,NA,Canadian R.,11100302,NA,Northern Cross Timbers,Cross Timbers,NA,2,80.6427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue Thumb,Choctaw Creek: Triple X Rd.,OK520520-00-0030B,OK520520000030_00,35.502458,-97.230161,414209,2/13/2016,2016,NA,NA,Oklahoma,NA,Canadian R.,11100302,NA,Northern Cross Timbers,Cross Timbers,NA,2,88.8318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue Thumb,Chuckwa Creek: Carl Albert Park,OK410600-01-0310G,OK410600010310_00,34.01668,-96.3865,698948,9/13/2019,2019,4,OK410600-01-0310G_4,Bryan,L Red,Lower Red R.,11140102,1.11401E+11,Floodplains and Low Terraces,South Central Plains,South Central Plains,2,26.3124,WWAC,NA,,0.710475811,C,NA,,NA,,0.710475811,C
Blue Thumb,Clear Boggy Creek: Hwy 377,OK410400-04-0010U,OK410400040010_00,34.703326,-96.63493,6066470,7/15/2020,2020,4,OK410400-04-0010U_4,Pontotoc,L Red,Lower Red R.,11140104,1.11401E+11,Western Cross Timbers,Cross Timbers,Arkansas Valley,3,46.6551,WWAC,NA,,0.67659395,D,0.8518519,B,0.934302669,A,0.820916173,B
Blue Thumb,Clear Boggy Creek: Winter Smith Bridge,OK410400-04-0010X,OK410400040010_00,34.75786,-96.65497,6066250,6/19/2020,2020,4,OK410400-04-0010X_4,Pontotoc,L Red,Lower Red R.,11140104,1.11401E+11,Western Cross Timbers,Cross Timbers,Arkansas Valley,2,5.1489,WWAC,NA,,0.3183101,F,0.4814815,F,1,A,0.599930533,D
Blue Thumb,Clear Creek,OK410100-01-0480E,OK410100010480_00,33.9405,-95.1204,9544643,6/19/2012,2012,3,OK410100-01-0480E_3,McCurtain,L Red,Lower Red R.,11140106,1.11401E+11,Floodplains and Low Terraces,South Central Plains,South Central Plains,3,78.822,WWAC,NA,,0.812510711,B,1,A,0.884476247,B,0.898995653,A
Blue Thumb,Clear Creek,OK410100-01-0480E,OK410100010480_00,33.9405,-95.1204,9544643,2/15/2018,2018,4,OK410100-01-0480E_4,McCurtain,L Red,Lower Red R.,11140106,1.11401E+11,Floodplains and Low Terraces,South Central Plains,South Central Plains,3,78.822,WWAC,NA,,0.735004783,C,NA,,NA,,0.735004783,C
Blue Thumb,Cloud Creek: Hall's,OK121600-05-0180I,OK121600050180_00,36.314572,-94.755174,21771993,1/26/2019,2019,4,OK121600-05-0180I_4,Delaware,Neosho-Grand,Arkansas R.,11070209,1.10702E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,3,58.9869,CWAC,NA,,0.762492463,C,NA,,NA,,0.762492463,C
Blue Thumb,Cloudy Creek,OK410210-02-0300H,OK410210020300_00,34.30374,-95.28748,617328,7/26/2016,2016,3,OK410210-02-0300H_3,Pushmataha,L Red,Little R.,11140107,1.11401E+11,Athens Plateau,Ouachita Mountains,Ouachita Mountains,3,85.3281,CWAC,NA,,0.579082428,F,0.6785714,D,1,A,0.752551276,C
Blue Thumb,Cloudy Creek,OK410210-02-0300H,OK410210020300_00,34.303745,-95.2874818,617328,3/7/2017,2017,4,OK410210-02-0300H_4,Pushmataha,L Red,Little R.,11140107,1.11401E+11,Athens Plateau,Ouachita Mountains,Ouachita Mountains,3,85.3281,CWAC,NA,,0.949894803,A,NA,,NA,,0.949894803,A
Blue Thumb,Coal Creek:  Elwood,OK120420-02-0030G,OK120420020030_00,36.00655556,-95.99369444,368003,10/30/2007,2007,NA,NA,Tulsa,NA,Arkansas R.,11110101,NA,Osage Cuestas,Central Irregular Plains,NA,2,35.0901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue Thumb,Coal Creek:  EW 137 Road (Mail Route Road),OK220600-01-0200K,OK220600010200_00,35.0337,-96.16512,513895,6/22/2011,2011,3,OK220600-01-0200K_3,Hughes,Arkansas-Canadian,Canadian R.,11090204,1.10902E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,2,42.6978,WWAC,NA,,0.692312168,D,0.62962963,D,0.941123238,A,0.754355012,C
Blue Thumb,Coal Creek:  EW 137 Road (Mail Route Road),OK220600-01-0200K,OK220600010200_00,35.0337,-96.16512,513895,2/19/2010,2010,2,OK220600-01-0200K_2,Hughes,Arkansas-Canadian,Canadian R.,11090204,1.10902E+11,Scattered High Ridges and Mountains,Arkansas Valley,Arkansas Valley,2,42.6978,WWAC,NA,,0.667288723,D,NA,,NA,,0.667288723,D
Blue Thumb,Coal Creek:  Hwy 11,OK121300-01-0090M,OK121300010090_00,36.19556,-95.915,847340,8/19/2016,2016,4,OK121300-01-0090M_4,Tulsa,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,1,23.7627,WWAC,NA,,0.552359181,F,0.7264957,C,1,A,0.759618294,C
Blue Thumb,Coal Creek:  Hwy 11,OK121300-01-0090M,OK121300010090_00,36.19555556,-95.915,847340,6/11/2012,2012,3,OK121300-01-0090M_3,Tulsa,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,1,23.7627,WWAC,NA,,0.47318004,F,0.726495713,C,0.954219377,A,0.717965043,C
Blue Thumb,Coal Creek:  Hwy 11,OK121300-01-0090M,OK121300010090_00,36.19555556,-95.915,847340,8/23/2002,2002,1,OK121300-01-0090M_1,Tulsa,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,1,23.7627,WWAC,NA,,0.454229658,F,0.8119658,B,NA,,0.633097729,D
Blue Thumb,Coal Creek:  Hwy 11,OK121300-01-0090M,OK121300010090_00,36.19555556,-95.915,847340,8/20/2007,2007,2,OK121300-01-0090M_2,Tulsa,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,1,23.7627,WWAC,NA,,0.486178744,F,0.8974359,A,0.973367619,A,0.785660754,C
Blue Thumb,Coal Creek:  Hwy 11,OK121300-01-0090M,OK121300010090_00,36.19555556,-95.915,847340,2/26/2021,2021,5,OK121300-01-0090M_5,Tulsa,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,1,23.7627,WWAC,NA,,0.532097131,F,NA,,1,A,0.766048566,C
Blue Thumb,Coal Creek:  Morris Park,OK120420-02-0030M,OK120420020030_10,35.98608333,-96.007,372459,2/8/2002,2002,1,OK120420-02-0030M_1,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Cross Timbers,2,24.1695,HLAC,NA,,0.507886999,F,NA,,NA,,0.507886999,F
Blue Thumb,Coal Creek: Morris Creek,OK120420-03-0030M,OK120420020030_10,35.98608,-96.0069166,372459,3/8/2021,2021,5,OK120420-03-0030M_5,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,2,24.1695,HLAC,NA,,NA,,NA,,0.878751345,B,0.878751345,B
Blue Thumb,Coal Creek: Morris Creek,OK120420-03-0030M,OK120420020030_10,35.98608,-96.0069166,372459,2/10/2017,2017,4,OK120420-03-0030M_4,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,2,24.1695,HLAC,NA,,0.621530582,D,NA,,NA,,0.621530582,D
Blue Thumb,Coal Creek: N. Sara Rd,OK520610-02-0020H,OK520610020020_00,35.296694,-97.706278,6026182,1/11/2021,2021,5,OK520610-02-0020H_5,Grady,U Canadian,Canadian R.,11090202,1.10902E+11,Prairie Tableland,Central Great Plains,Central Great Plains,1,17.0712,WWAC,NA,,1.067237351,A,NA,,NA,,1.067237351,A
Blue Thumb,Coffee Creek:  Hwy 66,OK520710-01-0090C,OK520710010090_00,35.65996,-97.33218,532807,8/11/2006,2006,2,OK520710-01-0090C_2,Oklahoma,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,106.6626,HLAC,NA,,0.611237957,D,0.5714286,F,0.781380376,C,0.654682311,D
Blue Thumb,Coffee Creek:  Hwy 66,OK520710-01-0090C,OK520710010090_00,35.65996,-97.33218,532807,8/11/2006,2010,2,OK520710-01-0090C_2,Oklahoma,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,106.6626,HLAC,NA,,0.611237957,D,0.5714286,F,0.781380376,C,0.654682311,D
Blue Thumb,Coffee Creek:  Hwy 66,OK520710-01-0090C,OK520710010090_00,35.65996,-97.33218,532807,7/16/2020,2020,4,OK520710-01-0090C_4,Oklahoma,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,106.6626,HLAC,NA,,0.51334075,F,0.6593407,D,0.723456166,C,0.632045872,D
Blue Thumb,Coffee Creek:  Hwy 66,OK520710-01-0090C,OK520710010090_00,35.65996,-97.33218,532807,7/14/2005,2005,1,OK520710-01-0090C_1,Oklahoma,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,106.6626,HLAC,NA,,0.6532712,D,NA,,NA,,0.6532712,D
Blue Thumb,Coffee Creek: N Sooner Rd,OK520710-01-0100R,OK520710010100_00,35.6899,-97.42504,532667,7/15/2019,2019,4,OK520710-01-0100R_4,Oklahoma,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,2,26.8758,WWAC,NA,,0.765548883,C,0.5714286,F,0.72975821,C,0.688911898,D
Blue Thumb,Cotton Creek,OK121400-05-0040P,OK121400050040_00,36.932026,-95.81389,21784684,3/9/2017,2017,4,OK121400-05-0040P_4,Nowata,Neosho-Grand,Arkansas R.,11070106,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,2,43.3656,WWAC,NA,,0.513964899,F,NA,,NA,,0.513964899,F
Blue Thumb,Cow Creek:  West Virginia Avenue,OK620900-04-0200D,OK620900040200_00,36.12318,-97.09975,492086,7/26/2012,2012,3,OK620900-04-0200D_3,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Cross Timbers,3,32.8203,WWAC,NA,,0.554060417,F,0.615384636,D,NA,,0.584722526,F
Blue Thumb,Cow Creek:  West Virginia Avenue,OK620900-04-0200D,OK620900040200_00,36.12318,-97.09975,492086,7/26/2012,2011,3,OK620900-04-0200D_3,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Cross Timbers,3,32.8203,WWAC,NA,,0.554060417,F,0.615384636,D,NA,,0.584722526,F
Blue Thumb,Cow Creek:  West Virginia Avenue,OK620900-04-0200D,OK620900040200_00,36.12318,-97.09975,492086,7/1/2009,2009,2,OK620900-04-0200D_2,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Cross Timbers,3,32.8203,WWAC,NA,,0.496506899,F,0.835164835,B,1,A,0.777223911,C
Blue Thumb,Cow Creek: Hwy 51,OK620900-04-0200B,OK620900040200_00,36.11605,-97.09904,492086,6/25/2015,2015,3,OK620900-04-0200B_3,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Cross Timbers,3,32.8203,WWAC,NA,,0.566433871,F,0.659340659,D,0.953867054,A,0.726547195,C
Blue Thumb,Cow Creek: Hwy 51,OK620900-04-0200B,OK620900040200_00,36.11605,-97.09904,492086,8/7/2019,2019,4,OK620900-04-0200B_4,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Cross Timbers,3,32.8203,WWAC,NA,,0.500531645,F,0.6593407,D,0.726997109,C,0.628956485,D
Blue Thumb,Cow Creek: Hwy 51,OK620900-04-0200B,OK620900040200_00,36.11605,-97.09904,492086,2/5/2021,2021,5,OK620900-04-0200B_5,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Cross Timbers,3,32.8203,WWAC,NA,,0.640629968,D,NA,,NA,,0.640629968,D
Blue Thumb,Crooked Oak Creek: SE 22nd St.,OK520520-00-0150E,OK520520000150_00,35.442151,-97.467247,415455,3/13/2018,2018,4,OK520520-00-0150E_4,Oklahoma,Arkansas-Canadian,Canadian R.,11100302,1.11003E+11,Prairie Tableland,Central Great Plains,Central Great Plains,1,24.6483,WWAC,NA,,0.462255487,F,NA,,NA,,0.462255487,F
Blue Thumb,Croton Creek:  Unit 71,OK310840-02-0190K,OK310840020190_00,35.58902778,-99.83636111,3141818,1/14/2003,2003,1,OK310840-02-0190K_1,Roger Mills,Washita-Red,Washita R.,11130301,1.11303E+11,Prairie Tableland,Central Great Plains,Central Great Plains,3,65.9304,WWAC,NA,,1.009896366,A,NA,,NA,,1.009896366,A
Blue Thumb,Crow Creek:  Zink Park,OK120420-01-0090G,OK120420010090_00,36.11806,-95.97,367959,7/11/2016,2016,4,OK120420-01-0090G_4,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Cross Timbers,1,7.2657,WWAC,NA,,0.493651601,F,0.3076923,F,1,A,0.600447967,D
Blue Thumb,Crow Creek:  Zink Park,OK120420-01-0090G,OK120420010090_00,36.11805556,-95.97,367959,6/13/2012,2012,3,OK120420-01-0090G_3,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Cross Timbers,1,7.2657,WWAC,NA,,0.47923528,F,0.395604396,F,1,A,0.624946559,D
Blue Thumb,Crow Creek:  Zink Park,OK120420-01-0090G,OK120420010090_00,36.11805556,-95.97,367959,2/26/2021,2021,5,OK120420-01-0090G_5,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Cross Timbers,1,7.2657,WWAC,NA,,NA,,NA,,1,A,1,A
Blue Thumb,Crow Creek:  Zink Park,OK120420-01-0090G,OK120420010090_00,36.11805556,-95.97,367959,1/22/2001,2001,1,OK120420-01-0090G_1,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Cross Timbers,1,7.2657,WWAC,NA,,0.393553776,F,NA,,NA,,0.393553776,F
Blue Thumb,Crow Creek:  Zink Park,OK120420-01-0090G,OK120420010090_00,36.11805556,-95.97,367959,8/21/2007,2007,2,OK120420-01-0090G_2,Tulsa,Arkansas-Canadian,Arkansas R.,11110101,1.11101E+11,Osage Cuestas,Central Irregular Plains,Cross Timbers,1,7.2657,WWAC,NA,,0.417864437,F,0.307692308,F,0.089468055,F,0.271674933,F
Blue Thumb,Crutcho Creek:  I-40,OK520520-00-0070X,OK520520000070_00,35.45151,-97.43491,415461,8/27/2014,2014,3,OK520520-00-0070X_3,Oklahoma,Arkansas-Canadian,Canadian R.,11100302,1.11003E+11,Prairie Tableland,Central Great Plains,Cross Timbers,1,57.3102,WWAC,NA,,0.701089692,C,0.571428571,F,0.980508245,A,0.751008836,C
Blue Thumb,Crutcho Creek:  I-40,OK520520-00-0070X,OK520520000070_00,35.45151,-97.43491,415461,7/23/2018,2018,4,OK520520-00-0070X_4,Oklahoma,Arkansas-Canadian,Canadian R.,11100302,1.11003E+11,Prairie Tableland,Central Great Plains,Cross Timbers,1,57.3102,WWAC,NA,,0.690984587,D,0.5714286,F,0.827325215,B,0.696579467,C
Blue Thumb,Crutcho Creek:  I-40,OK520520-00-0070X,OK520520000070_00,35.45151,-97.43491,415461,7/24/2008,2008,2,OK520520-00-0070X_2,Oklahoma,Arkansas-Canadian,Canadian R.,11100302,1.11003E+11,Prairie Tableland,Central Great Plains,Cross Timbers,1,57.3102,WWAC,NA,,0.721742566,C,0.659340659,D,1,A,0.793694408,C
