SiteName,WBID,IR_WBID,Latitude,Longitude,SAMPLEID,Date,Year,HUC_8,RiverBasin,Cycle,PCID,COMID,Basin,Mod_Ecoregion,Old.Ecoregion,Watershed_Area,F.WP,Total.Individuals,Total.Species,Sensitive.Benthic,Sunfish.Species,Intolerant.Species,Percent.Tolerant,Percent.Insectivore,Percent.Lithophil,Percent.DELT,Total.Species.IBI,Sensitive.Benthic.IBI,Sunfish.Species.IBI,Intolerant.Species.IBI,Percent.Tolerant.IBI,Percent.Insectivore.IBI,Percent.Lithophil.IBI,OKIBI.Score,Percent.Reference,Fish.Score,Letter.Grade,Task
Spring Creek:  I-35,OK520710-02-0030G,OK520710020030_00,35.64744444,-97.424,36254,8/28/2006,2006,11100303,Canadian R.,2,OK520710-02-0030G_2,532867,Arkansas-Canadian,Cross Timbers,Central Oklahoma/Texas Plains,40.0509,WWAC,1031,11,0,5,0,0.822502425,0.177497575,0,0,3,1,5,1,1,1,1,13,0.571428571,Poor,,Blue Thumb
Spring Creek:  I-35,OK520710-02-0030G,OK520710020030_00,35.64744444,-97.424,35151,8/28/2006,2006,11100303,Canadian R.,2,OK520710-02-0030G_2,532867,Arkansas-Canadian,Cross Timbers,Central Oklahoma/Texas Plains,40.0509,WWAC,483,10,0,6,0,0.917184265,0.080745342,0,0,3,1,5,1,1,1,1,13,0.571428571,Poor,,Blue Thumb
Spring Creek:  I-35,OK520710-02-0030G,OK520710020030_00,35.64744444,-97.424,48232,8/28/2006,2010,11100303,Canadian R.,2,OK520710-02-0030G_2,532867,Arkansas-Canadian,Cross Timbers,Central Oklahoma/Texas Plains,40.0509,WWAC,1196,11,0,6,0,0.799331104,0.178093645,0.022575251,0,3,1,5,1,1,1,1,13,0.571428571,Poor,,Blue Thumb
Spring Creek:  I-35,OK520710-02-0030G,OK520710020030_00,35.64744,-97.424,53902,8/11/2014,2014,11100303,Canadian R.,3,OK520710-02-0030G_3,532867,Arkansas-Canadian,Cross Timbers,Central Oklahoma/Texas Plains,40.0509,WWAC,554,11,0,7,0,0.714801444,0.283393502,0,0,3,1,5,1,1,3,1,15,0.659340659,Fair,,Blue Thumb
Spring Creek:  I-35,OK520710-02-0030G,OK520710020030_00,35.64744444,-97.424,60210,7/17/2018,2018,11100303,Canadian R.,4,OK520710-02-0030G_4,532867,Arkansas-Canadian,Cross Timbers,Central Oklahoma/Texas Plains,40.0509,WWAC,762,10,0,6,0,0.817585302,0.156167979,0.026246719,0,3,1,5,1,1,1,1,13,0.571428571,Poor,,Blue Thumb
Spring Creek:  Rocky Ford,OK121600-01-0290T,OK121600010290_00,36.144477,-94.907317,65674,9/8/2021,2021,11070209,Arkansas R.,5,OK121600-01-0290T_5,21771527,Neosho-Grand,Ozark Highlands,,34.77759248,CWAC,1451,21,8,5,11,0,0.192970365,0.869055824,0,5,5,5,5,5,1,5,31,0.920700921,Excellent,A,Blue Thumb
Spring Creek:  Rocky Ford,OK121600-01-0290T,OK121600010290_00,36.144477,-94.907317,65674,9/8/2021,2021,11070209,Arkansas R.,5,OK121600-01-0290T_5,21771527,Neosho-Grand,Ozark Highlands,,34.77759248,CWAC,1451,21,8,5,11,0.125430737,0.192970365,0.869055824,0,5,5,5,5,3,1,5,29,0.861300861,Good,B,Blue Thumb
Spring Creek:  Rooney,OK121600-01-0290N,OK121600010290_00,36.08444,-95.03444,44236,8/4/2009,2009,11070209,Arkansas R.,2,OK121600-01-0290N_2,21772981,Neosho-Grand,Ozark Highlands,Ozark Highlands,206.6679,CWAC,585,16,7,2,12,0.001709402,0.545299145,0.998290598,0,5,5,3,5,5,5,5,33,0.98010098,Excellent,,Blue Thumb
"Spring Creek:  Timberlake, Downstream",OK121600-01-0290H,OK121600010290_00,36.12416667,-95.10611111,22890,6/21/2001,2001,11070209,Arkansas R.,1,OK121600-01-0290H_1,21772973,Neosho-Grand,Ozark Highlands,Ozark Highlands,33.3684,CWAC,592,17,8,4,12,0.006756757,0.304054054,0.993243243,0,5,5,5,5,5,3,5,33,0.98010098,Excellent,,Blue Thumb
Spring Creek: Martin Park,OK620910-04-0170A,OK620910040170_00,35.6048,-97.6082,53901,8/8/2014,2014,11050002,Cimarron R.,3,OK620910-04-0170A_3,254838,Cimarron-Upper Arkansas,Central Great Plains,Central Great Plains,34664.09,WWAC,919,14,2,5,1,0.860718172,0.028291621,0.048966268,0,5,5,5,5,1,1,1,23,1.027703307,Excellent,,Blue Thumb
Spring Creek: Martin Park,OK620910-04-0170A,OK620910040170_00,35.6048,-97.6082,62324,7/24/2019,2019,11050002,Cimarron R.,4,OK620910-04-0170A_4,254838,Cimarron-Upper Arkansas,Central Great Plains,Central Great Plains,34664.09,WWAC,1208,18,2,7,1,0.78807947,0.008278146,0.035596026,0,5,5,5,5,1,1,1,23,1.027703307,Excellent,,Blue Thumb
Spring Creek: Oklahoma Ave.,OK720500-01-0270G,OK720500010270_00,36.4334,-99.4208,49706,7/10/2012,2012,11100301,Canadian R.,3,OK720500-01-0270G_3,388806,Cimarron-Upper Arkansas,Central Great Plains,Central Great Plains,41.004,WWAC,787,7,0,5,0,1,0,0,0,3,1,5,1,1,1,1,13,0.580875782,Poor,,Blue Thumb
Spunky Creek:  Berry Sports Complex,OK121500-02-0480F,OK121500020480_00,36.18058,-95.74153,48466,6/21/2011,2011,11070105,Arkansas R.,3,OK121500-02-0480F_3,832966,Neosho-Grand,Central Irregular Plains,Central Irregular Plains,62.5707,WWAC,1348,17,4,5,1,0.553412463,0.002225519,0.424332344,0,5,5,5,1,1,1,5,23,0.982905983,Excellent,,Blue Thumb
Spunky Creek:  Hwy 412,OK121500-02-0480K,OK121500020480_00,36.1626111,-95.7454166,30957,8/9/2004,2004,11070105,Arkansas R.,1,OK121500-02-0480K_1,832966,Neosho-Grand,Central Irregular Plains,Central Irregular Plains,62.5707,WWAC,720,25,4,9,1,0.679166667,0,0.254166667,0,5,5,5,1,1,1,3,21,0.897435897,Excellent,,Blue Thumb
Spunky Creek:  Hwy 412,OK121500-02-0480K,OK121500020480_00,36.1626111,-95.7454166,38168,8/13/2007,2007,11070105,Arkansas R.,2,OK121500-02-0480K_2,832966,Neosho-Grand,Central Irregular Plains,Central Irregular Plains,62.5707,WWAC,843,22,5,8,2,0.690391459,0.040332147,0.067615658,0,5,5,5,3,1,1,1,21,0.897435897,Excellent,,Blue Thumb
Spunky Creek:  Hwy 412,OK121500-02-0480K,OK121500020480_00,36.16261,-95.74542,55667,7/20/2015,2015,11070105,Arkansas R.,3,OK121500-02-0480K_3,832966,Neosho-Grand,Central Irregular Plains,Central Irregular Plains,62.5707,WWAC,559,14,4,5,2,0.259391771,0.055456172,0.268336315,0,3,5,5,3,1,1,3,21,0.897435897,Excellent,,Blue Thumb
Stage Stand Creek:  Hwy 81,OK311210-00-0060Y,OK311210000060_00,34.57554,-97.96705,48218,6/11/2010,2010,11130208,Upper Red R.,2,OK311210-00-0060Y_2,8357643,Washita-Red,Cross Timbers,Central Oklahoma/Texas Plains,10.467,WWAC,716,5,0,4,0,1,0,0,0,1,1,3,1,1,1,1,9,0.395604396,Very Poor,,Blue Thumb
Stillwater Creek:  Babcock Park,OK620900-04-0070M,OK620900040070_10,36.10425,-97.0876111,33761,8/18/2005,2005,11050003,Cimarron R.,1,OK620900-04-0070M_1,492114,Cimarron-Upper Arkansas,Cross Timbers,Central Oklahoma/Texas Plains,393.7419,HLAC,135,17,3,6,1,0.903703704,0.081481481,0.007407407,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,No Criteria,,Blue Thumb
Stillwater Creek:  Babcock Park,OK620900-04-0070M,OK620900040070_10,36.10425,-97.0876111,53914,8/26/2014,2014,11050003,Cimarron R.,3,OK620900-04-0070M_3,492114,Cimarron-Upper Arkansas,Cross Timbers,Central Oklahoma/Texas Plains,393.7419,HLAC,266,16,1,6,0,0.988721805,0.109022556,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,No Criteria,,Blue Thumb
Stillwater Creek:  Babcock Park,OK620900-04-0070M,OK620900040070_10,36.10425,-97.08761,62335,9/11/2019,2019,11050003,Cimarron R.,4,OK620900-04-0070M_4,492114,Cimarron-Upper Arkansas,Cross Timbers,Central Oklahoma/Texas Plains,393.7419,HLAC,185,16,1,8,0,0.848648649,0.005405405,0.010810811,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,No Criteria,,Blue Thumb
Stillwater Creek:  South Sangre Road,OK620900-04-0070P,OK620900040070_10,36.11808,-97.10511,44197,6/29/2009,2009,11050003,Cimarron R.,2,OK620900-04-0070P_2,492070,Cimarron-Upper Arkansas,Cross Timbers,Central Oklahoma/Texas Plains,338.2227,HLAC,256,13,0,5,0,1,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,No Criteria,,Blue Thumb
Sugar Creek:  CR 1320,OK310830-05-0010C,OK310830050010_00,35.10244,-98.17707,38164,8/6/2007,2007,11130302,Washita R.,2,OK310830-05-0010C_2,682633,Washita-Red,Cross Timbers,Central Oklahoma/Texas Plains,603.6336,WWAC,407,9,0,2,0,1,0,0,0,3,1,1,1,1,1,1,9,0.395604396,Very Poor,,Blue Thumb
Sugar Creek:  CR 1320,OK310830-05-0010C,OK310830050010_00,35.10244,-98.17707,48475,7/14/2011,2011,11130302,Washita R.,3,OK310830-05-0010C_3,682633,Washita-Red,Cross Timbers,Central Oklahoma/Texas Plains,603.6336,WWAC,670,5,0,0,0,1,0,0,0,1,1,1,1,1,1,1,7,0.307692308,Very Poor,,Blue Thumb
Summerfield Creek: S. 4510 Road,OK121600-02-0200M,OK121600020200_00,36.46065,-94.97538,49712,7/17/2012,2012,11070209,Arkansas R.,3,OK121600-02-0200M_3,21770597,Neosho-Grand,Ozark Highlands,Ozark Highlands,59.8545,WWAC,304,10,5,2,5,0.118421053,0.016447368,0.881578947,0,3,3,3,3,3,1,5,21,0.6495515,Fair,,Blue Thumb
Summerfield Creek: S. 4510 Road,OK121600-02-0200M,OK121600020200_00,36.46065,-94.975383,49711,7/17/2012,2012,11070209,Arkansas R.,3,OK121600-02-0200M_3,21770597,Neosho-Grand,Ozark Highlands,Ozark Highlands,59.8545,WWAC,367,11,5,3,5,0.128065395,0.065395095,0.869209809,0,3,3,5,3,3,1,5,23,0.711413548,Fair,,Blue Thumb
Sycamore Creek:  D 4685,OK121600-03-0510S,OK121600030510_00,36.80783333,-94.645,41748,6/30/2008,2008,11070206,Arkansas R.,2,OK121600-03-0510S_2,7583161,Neosho-Grand,Ozark Highlands,Ozark Highlands,58.1049,CWAC,404,17,7,4,11,0.022277228,0.623762376,0.977722772,0,5,5,5,5,5,5,5,35,1.03950104,Excellent,,Blue Thumb
TAG Trib to North Canadian River:  West 19nd Street,OK520530-00-0200B,OK520530000200_00,35.66745,-98.28873,48233,7/15/2010,2010,11100301,Canadian R.,2,OK520530-00-0200B_2,391082,Arkansas-Canadian,Central Great Plains,Central Great Plains,24.8643,HLAC,1436,20,1,7,1,0.631615599,0.002089136,0.002785515,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,No Criteria,,Blue Thumb
Tahlequah Creek:  Ross Branch,OK121700-03-0030G,OK121700030030_00,35.89618,-94.97092,48343,8/11/2010,2010,11110103,Illinois R.,2,OK121700-03-0030G_2,400612,Arkansas-Canadian,Ouachita Mountains,Ozark Highlands,15.8085,WWAC,303,13,4,1,6,0.125412541,0.313531353,0.864686469,0,5,5,1,5,3,3,5,27,1.025446259,Excellent,,Blue Thumb
Tahlequah Creek:  Ross Branch,OK121700-03-0030G,OK121700030030_00,35.89618,-94.97092,51642,6/13/2013,2013,11110103,Illinois R.,3,OK121700-03-0030G_3,400612,Arkansas-Canadian,Ouachita Mountains,Ozark Highlands,15.8085,WWAC,192,16,4,3,9,0.291666667,0.109375,0.703125,0,5,5,5,5,1,1,5,27,1.025446259,Excellent,,Blue Thumb
Tahlequah Creek:  Ross Branch,OK121700-03-0030G,OK121700030030_00,35.89618,-94.97092,58625,8/9/2017,2017,11110103,Illinois R.,4,OK121700-03-0030G_4,400612,Arkansas-Canadian,Ouachita Mountains,Ozark Highlands,15.8085,WWAC,172,21,6,4,9,0.319767442,0.244186047,0.662790698,0,5,5,5,5,1,3,5,29,1.101405241,Excellent,,Blue Thumb
Tahlequah Town Branch:  Basin Street,OK121700-03-0040G,OK121700030040_00,35.89683333,-94.97,25851,8/28/2002,2002,11110103,Illinois R.,1,OK121700-03-0040G_1,400604,Arkansas-Canadian,Ouachita Mountains,Ozark Highlands,17.3034,CWAC,132,11,4,1,6,0.022727273,0.659090909,0.977272727,0,3,5,1,5,5,5,5,29,1.035714286,Excellent,,Blue Thumb
Tahlequah Town Branch:  Basin Street,OK121700-03-0040G,OK121700030040_00,35.89683333,-94.97,41750,7/16/2008,2008,11110103,Illinois R.,2,OK121700-03-0040G_2,400604,Arkansas-Canadian,Ouachita Mountains,Ozark Highlands,17.3034,CWAC,217,9,4,1,5,0.004608295,0.087557604,0.995391705,0,3,5,1,5,5,1,5,25,0.892857143,Good,,Blue Thumb
Tahlequah Town Branch:  Basin Street,OK121700-03-0040G,OK121700030040_00,35.89683,-94.97,51640,6/11/2013,2013,11110103,Illinois R.,3,OK121700-03-0040G_3,400604,Arkansas-Canadian,Ouachita Mountains,Ozark Highlands,17.3034,CWAC,241,12,4,2,6,0.286307054,0.029045643,0.713692946,0,3,5,3,5,1,1,5,23,0.821428571,Good,,Blue Thumb
Tahlequah Town Branch:  Basin Street,OK121700-03-0040G,OK121700030040_00,35.89683,-94.97,58624,8/2/2017,2017,11110103,Illinois R.,4,OK121700-03-0040G_4,400604,Arkansas-Canadian,Ouachita Mountains,Ozark Highlands,17.3034,CWAC,135,9,4,1,4,0.096296296,0.362962963,0.903703704,0,3,5,1,3,5,3,5,25,0.892857143,Good,,Blue Thumb
Tahlequah Town Branch:  Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,25844,9/13/2001,2001,11110103,Illinois R.,1,OK121700-03-0040P_1,400552,Arkansas-Canadian,Ouachita Mountains,Ozark Highlands,12.4911,CWAC,78,6,3,1,2,0.243589744,0,0.756410256,0,1,3,1,3,3,1,5,17,0.607142857,Poor,,Blue Thumb
Tahlequah Town Branch:  Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786111,-94.97,41751,7/17/2008,2008,11110103,Illinois R.,2,OK121700-03-0040P_2,400552,Arkansas-Canadian,Ouachita Mountains,Ozark Highlands,12.4911,CWAC,191,6,3,1,2,0.015706806,0,0.984293194,0,1,3,1,3,5,1,5,19,0.678571429,Fair,,Blue Thumb
Tahlequah Town Branch:  Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786,-94.97,51647,7/8/2013,2013,11110103,Illinois R.,3,OK121700-03-0040P_3,400552,Arkansas-Canadian,Ouachita Mountains,Ozark Highlands,12.4911,CWAC,291,10,3,4,2,0.075601375,0,0.924398625,0,3,3,5,3,5,1,5,25,0.892857143,Good,,Blue Thumb
Tahlequah Town Branch:  Spring Street,OK121700-03-0040P,OK121700030040_00,35.91786,-94.97,58623,8/1/2017,2017,11110103,Illinois R.,4,OK121700-03-0040P_4,400552,Arkansas-Canadian,Ouachita Mountains,Ozark Highlands,12.4911,CWAC,176,8,4,2,3,0.267045455,0,0.732954545,0,3,5,3,3,1,1,5,21,0.75,Fair,,Blue Thumb
Taloka Creek:  N 4430,OK220300-00-0020M,OK220300000020_00,35.29578333,-95.13306667,38163,8/3/2007,2007,11090204,Canadian R.,2,OK220300-00-0020M_2,510805,Arkansas-Canadian,Arkansas Valley,Arkansas Valley,51.9759,WWAC,263,18,2,6,2,0.676806084,0.007604563,0.125475285,0,5,1,5,3,1,1,1,17,0.62962963,Fair,,Blue Thumb
Taloka Creek:  N 4430,OK220300-00-0020M,OK220300000020_00,35.29578333,-95.13306667,60565,1/13/2020,2018,11090204,Canadian R.,4,OK220300-00-0020M_4,510805,Arkansas-Canadian,Arkansas Valley,Arkansas Valley,51.9759,WWAC,520,26,4,8,3,0.642307692,0.001923077,0.194230769,0,5,3,5,3,1,1,3,21,0.777777778,Good,,Blue Thumb
Tar Creek:  H Street N.E.,OK121600-04-0060G,OK121600040060_00,36.88615,-94.86865,41759,8/7/2008,2008,11070206,Arkansas R.,2,OK121600-04-0060G_2,7583113,Neosho-Grand,Central Irregular Plains,Central Irregular Plains,124.3494,HLAC,300,18,2,9,0,0.83,0,0.04,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,No Criteria,,Blue Thumb
Tar Creek:  H Street N.E.,OK121600-04-0060G,OK121600040060_00,36.88615,-94.86865,53889,6/30/2014,2014,11070206,Arkansas R.,3,OK121600-04-0060G_3,7583113,Neosho-Grand,Central Irregular Plains,Central Irregular Plains,124.3494,HLAC,332,21,5,7,3,0.801204819,0.012048193,0.018072289,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,No Criteria,,Blue Thumb
Tenmile Creek: Davis,OK410300-03-0270L,OK410300030270_00,34.29889,-95.73722,56752,6/18/2012,2016,11140105,Little R.,3,OK410300-03-0270L_3,592616,L Red,Ouachita Mountains,Ouachita Mountains,178.2378,WWAC,164,17,5,6,3,0.384146341,0.006097561,0.390243902,0,5,5,5,3,1,1,5,25,0.949487277,Excellent,,Blue Thumb
Tiger Creek: Woods,OK620900-01-0250M,OK620900010250_00,35.98603,-96.5992,56715,6/29/2016,2016,11050003,Cimarron R.,4,OK620900-01-0250M_4,496118,Cimarron-Upper Arkansas,Cross Timbers,Central Oklahoma/Texas Plains,20.4741,WWAC,275,6,0,4,0,1,0,0,0,1,1,3,1,1,1,1,9,0.395604396,Very Poor,,Blue Thumb
Travertine Creek:  Central Campground,OK310800-02-0121C,OK310800020121_00,34.5045,-96.968,29127,8/25/2003,2003,11130303,Washita R.,1,OK310800-02-0121C_1,19959010,Washita-Red,Cross Timbers,Central Oklahoma/Texas Plains,9.7335,WWAC,349,10,2,6,0,0.52722063,0,0.452722063,0,3,3,5,1,1,1,5,19,0.835164835,Good,,Blue Thumb
Turkey Creek,OK121400-02-0030F,OK121400020030_00,36.7478,-95.9369,56725,8/3/2016,2016,11070106,Arkansas R.,4,OK121400-02-0030F_4,21784696,Neosho-Grand,Cross Timbers,Central Oklahoma/Texas Plains,19.1457,WWAC,203,9,2,5,0,0.477832512,0,0.507389163,0,3,3,5,1,1,1,5,19,0.835164835,Good,,Blue Thumb
Tyner Creek:  TB4,OK121700-05-0090M,OK121700050090_00,36.02194444,-94.73166667,30255,7/28/2003,2003,11110103,Illinois R.,1,OK121700-05-0090M_1,398912,Arkansas-Canadian,Ouachita Mountains,Ozark Highlands,67.2624,CWAC,25,4,0,2,1,0.24,0.2,0.76,0,1,1,3,1,3,3,5,17,0.607142857,Poor,,Blue Thumb
Tyner Creek:  TB4,OK121700-05-0090M,OK121700050090_00,36.02194444,-94.73166667,27966,7/28/2003,2003,11110103,Illinois R.,1,OK121700-05-0090M_1,398912,Arkansas-Canadian,Ouachita Mountains,Ozark Highlands,67.2624,CWAC,1305,12,6,2,7,0.001532567,0.238314176,0.998467433,0,3,5,3,5,5,3,5,29,1.035714286,Excellent,,Blue Thumb
Tyner Creek:  TB4,OK121700-05-0090M,OK121700050090_00,36.02194444,-94.73166667,30445,7/28/2003,2004,11110103,Illinois R.,1,OK121700-05-0090M_1,398912,Arkansas-Canadian,Ouachita Mountains,Ozark Highlands,67.2624,CWAC,30,4,0,1,1,0.333333333,0.166666667,0.666666667,0,1,1,1,1,1,1,5,11,0.392857143,Very Poor,,Blue Thumb
Tyner Creek:  TB4,OK121700-05-0090M,OK121700050090_00,36.02194444,-94.73166667,30250,7/28/2003,2004,11110103,Illinois R.,1,OK121700-05-0090M_1,398912,Arkansas-Canadian,Ouachita Mountains,Ozark Highlands,67.2624,CWAC,18,5,0,3,1,0.222222222,0.111111111,0.777777778,0,1,1,3,1,3,1,5,15,0.535714286,Poor,,Blue Thumb
Tyner Creek:  TB4,OK121700-05-0090M,OK121700050090_00,36.02194444,-94.73166667,31038,7/28/2003,2004,11110103,Illinois R.,1,OK121700-05-0090M_1,398912,Arkansas-Canadian,Ouachita Mountains,Ozark Highlands,67.2624,CWAC,31,2,0,0,1,0,0.193548387,1,0,1,1,1,1,5,1,5,15,0.535714286,Poor,,Blue Thumb
Tyner Creek:  TB4,OK121700-05-0090M,OK121700050090_00,36.02194444,-94.73166667,31775,7/28/2003,2004,11110103,Illinois R.,1,OK121700-05-0090M_1,398912,Arkansas-Canadian,Ouachita Mountains,Ozark Highlands,67.2624,CWAC,33,4,0,2,1,0.151515152,0.121212121,0.848484848,0,1,1,3,1,3,1,5,15,0.535714286,Poor,,Blue Thumb
Tyner Creek:  TB4,OK121700-05-0090M,OK121700050090_00,36.02194444,-94.73166667,32975,7/28/2003,2005,11110103,Illinois R.,1,OK121700-05-0090M_1,398912,Arkansas-Canadian,Ouachita Mountains,Ozark Highlands,67.2624,CWAC,1743,10,5,1,6,0.001147447,0.111302352,0.998852553,0,3,5,1,5,5,1,5,25,0.892857143,Good,,Blue Thumb
Tyner Creek:  TB4,OK121700-05-0090M,OK121700050090_00,36.02194,-94.73167,58626,8/10/2017,2017,11110103,Illinois R.,4,OK121700-05-0090M_4,398912,Arkansas-Canadian,Ouachita Mountains,Ozark Highlands,67.2624,CWAC,1574,15,9,1,11,0.000635324,0.391994917,0.999364676,0,5,5,1,5,5,3,5,29,1.035714286,Excellent,,Blue Thumb
Unknown Trib to Arkansas River,OK120400-01-0425D,OK120400010425_00,35.75839,-95.30722,58620,6/19/2017,2017,11110102,Arkansas R.,4,OK120400-01-0425D_4,381466,Arkansas-Canadian,Boston Mountains,Boston Mountains,9.8748,WWAC,157,6,1,4,0,0.866242038,0,0.133757962,0,1,1,3,1,1,1,1,9,0.290322581,Very Poor,,Blue Thumb
Unnamed Trib of North Canadian River: Chisholm Trail Park,OK520530-00-0025M,OK520530000025_00,35.4871,-97.7498,62323,7/23/2019,2019,11100301,Canadian R.,4,OK520530-00-0025M_4,391820,Arkansas-Canadian,Central Great Plains,Central Great Plains,13.7646,WWAC,162,8,0,4,0,1,0,0,0,3,1,5,1,1,1,1,13,0.580875782,Poor,,Blue Thumb
Unnamed Trib to Bird Creek:  EW 136 Road,OK520800-01-0150J,OK520800010150_00,35.04332,-96.3988,48223,6/23/2010,2010,11090203,Canadian R.,2,OK520800-01-0150J_2,482556,Arkansas-Canadian,Cross Timbers,Central Oklahoma/Texas Plains,38.7792,WWAC,258,7,0,6,0,0.949612403,0,0.050387597,0,3,1,5,1,1,1,1,13,0.571428571,Poor,,Blue Thumb
Unnamed Trib to Bird Creek:  NS 371 / EW 134 (Dump Ground Road),OK520800-01-0150Y,OK520800010150_00,35.07176,-96.40621,48225,6/25/2010,2010,11090203,Canadian R.,2,OK520800-01-0150Y_2,482518,Arkansas-Canadian,Cross Timbers,Central Oklahoma/Texas Plains,16.0371,WWAC,72,5,0,3,0,0.513888889,0,0.486111111,0,1,1,3,1,1,1,5,13,0.571428571,Poor,,Blue Thumb
Unnamed Trib to Harlow Creek:  Golden Acres,OK120420-01-0170T,OK120420010170_00,36.1886666,-96.0414166,37918,7/26/2007,2007,11110101,Arkansas R.,2,OK120420-01-0170T_2,368569,Arkansas-Canadian,Cross Timbers,Central Oklahoma/Texas Plains,6.0714,WWAC,68,5,1,3,0,0.588235294,0,0.411764706,0,1,1,3,1,1,1,5,13,0.571428571,Poor,,Blue Thumb
Unnamed Trib to Harlow Creek:  Golden Acres,OK120420-01-0170T,OK120420010170_00,36.18867,-96.04142,49695,6/21/2012,2012,11110101,Arkansas R.,3,OK120420-01-0170T_3,368569,Arkansas-Canadian,Cross Timbers,Central Oklahoma/Texas Plains,6.0714,WWAC,76,7,1,4,0,0.973684211,0.013157895,0.013157895,0,3,1,3,1,1,1,1,11,0.483516484,Poor,,Blue Thumb
Unnamed Trib to Little Joe Creek:  LaFortune Park,OK120420-01-0340K,OK120420010340_00,36.07946667,-95.92121667,38169,8/14/2007,2007,11110101,Arkansas R.,2,OK120420-01-0340K_2,367963,Arkansas-Canadian,Cross Timbers,Central Oklahoma/Texas Plains,14.2299,WWAC,2275,6,0,5,0,0.99032967,0,0,0,1,1,5,1,1,1,1,11,0.483516484,Poor,,Blue Thumb
Unnamed Trib to West Captain Creek:  Harrah Road,OK520700-05-0160T,OK520700050270_00,35.58083333,-97.15866667,35742,6/22/2006,2006,11100303,Canadian R.,2,OK520700-05-0160T_2,533077,Arkansas-Canadian,Cross Timbers,Central Oklahoma/Texas Plains,10.8549,WWAC,214,6,1,2,1,0.710280374,0.289719626,0,0,1,1,1,3,1,3,1,11,0.483516484,Poor,,Blue Thumb
Unnamed Trib. To Walnut Creek:  Rockwell Avenue,OK520610-03-0115J,OK520610030120_00,35.12376,-97.63537,48231,7/7/2010,2010,11090202,Canadian R.,2,OK520610-03-0115J_2,6025992,U Canadian,Cross Timbers,Central Oklahoma/Texas Plains,14.0472,WWAC,249,9,0,4,0,1,0,0,0,3,1,3,1,1,1,1,11,0.483516484,Poor,,Blue Thumb
Unnamed Tributary of Twin Hills Creek: S. 71st E. Ave.,OK120420-01-0025M,OK120420010025_00,36.0285,-95.8973,51657,7/30/2013,2013,11110101,Arkansas R.,3,OK120420-01-0025M_3,368139,Arkansas-Canadian,Central Irregular Plains,Central Irregular Plains,6.1749,WWAC,329,2,0,1,0,1,0,0,0,1,1,1,1,1,1,1,7,0.299145299,Very Poor,,Blue Thumb
Wall Trip Branch to the Baron Fork:  Chicken Creek,OK121700-05-0070M,OK121700050070_00,35.91552,-94.82083,41752,7/18/2008,2008,11110103,Illinois R.,2,OK121700-05-0070M_2,400460,Arkansas-Canadian,Ozark Highlands,Ozark Highlands,10.0656,WWAC,483,7,5,0,4,0,0,1,0,3,3,1,3,5,1,5,21,0.6495515,Fair,,Blue Thumb
Walnut Creek:  Purcell,OK520610-03-0010E,OK520610030010_00,34.99915,-97.3624166,36245,8/8/2006,2006,11090202,Canadian R.,2,OK520610-03-0010E_2,6027600,U Canadian,Cross Timbers,Central Oklahoma/Texas Plains,525.9636,WWAC,2417,14,0,5,0,0.865949524,0.13363674,0,0,5,1,5,1,1,1,1,15,0.659340659,Fair,,Blue Thumb
Washita River:  Black Kettle,OK310840-02-0010M,OK310840020010_00,35.6203333,-99.7123611,31148,9/29/2004,2004,11130301,Washita R.,1,OK310840-02-0010M_1,3141622,Washita-Red,Central Great Plains,Central Great Plains,1933.3719,WWAC,339,7,1,1,0,0.876106195,0.120943953,0.002949853,0,3,3,1,1,1,1,1,11,0.491510277,Poor,,Blue Thumb
Washita River:  Black Kettle,OK310840-02-0010M,OK310840020010_00,35.6203333,-99.7123611,44193,6/23/2009,2009,11130301,Washita R.,2,OK310840-02-0010M_2,3141622,Washita-Red,Central Great Plains,Central Great Plains,1933.3719,WWAC,366,10,0,3,0,0.983606557,0.016393443,0,0,5,1,5,1,1,1,1,15,0.670241287,Fair,,Blue Thumb
Washita River:  McClure (N 2070),OK310840-01-0010M,OK310840010010_00,35.6570555,-99.3059444,31147,9/28/2004,2004,11130301,Washita R.,1,OK310840-01-0010M_1,3142644,Washita-Red,Central Great Plains,Central Great Plains,3541.2993,WWAC,555,9,0,2,0,1,0,0,0,5,1,3,1,1,1,1,13,0.580875782,Poor,,Blue Thumb
Washita River:  McClure (N 2070),OK310840-01-0010M,OK310840010010_00,35.6570555,-99.3059444,44192,6/22/2009,2009,11130301,Washita R.,2,OK310840-01-0010M_2,3142644,Washita-Red,Central Great Plains,Central Great Plains,3541.2993,WWAC,270,9,1,1,1,0.677777778,0.003703704,0,0,5,3,1,5,1,1,1,17,0.759606792,Fair,,Blue Thumb
