SiteName,WBID,County,Date,Time,Latitude,Longitude,Water.Temp,DO.Final.1,DO.Saturation,pH.Final.1,Nitrate.Final.1,Nitrite.Final.1,Ammonia.Final.1,OP.Final.1,Chloride.Final.1,Ecoli,Task,RiverBasin,HUC_8
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,9/22/2007,8:15 AM,35.86811111,-94.897,22,10,115,7.5,1.5,0.08,0.1,0.013,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,10/22/2007,9:00 AM,35.86811111,-94.897,19,8,90,7.5,1,0.08,0.1,0.033,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,11/15/2007,8:05 AM,35.86811111,-94.897,14,10,98,7.5,1.2,0.15,0.1,0.027,15,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,12/21/2007,8:10 AM,35.86811111,-94.897,10,11,99,7.5,2,0.3,.,0.02,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,1/17/2008,8:03 AM,35.86811111,-94.897,9,11,95,7.5,1.5,0.08,0.1,0.013,15,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,2/20/2008,8:00 AM,35.86811111,-94.897,8,11,91,7.5,0.5,1.75,0.1,0.02,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,3/22/2008,8:30 AM,35.86811111,-94.897,11,11,100,7,2.2,0.7,0.1,0.047,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,4/17/2008,8:00 AM,35.86811111,-94.897,14,10,97,7.5,2,0.15,0.1,0.027,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,5/15/2008,7:50 AM,35.86811111,-94.897,15,10,100,7.5,3,0.15,0.1,0.007,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,6/19/2008,8:15 AM,35.86811111,-94.897,21,9,105,7.5,1,0.08,0.1,0.013,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,7/18/2008,8:30 AM,35.86811111,-94.897,22,7,95,7.5,1,0.08,0.1,0.033,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,8/21/2008,8:18 AM,35.86811111,-94.897,22,8,95,7.5,1,0.08,0.1,0.033,15,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,9/20/2008,9:30 AM,35.86811111,-94.897,20,8,93,7.5,1,0.08,0.1,0.02,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,10/17/2008,8:20 AM,35.86811111,-94.897,17,9,96,7.5,1,0.15,0.1,0.007,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,11/20/2008,8:10 AM,35.86811111,-94.897,12,10,95,7.5,1,0.5,0.1,0.013,15,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,12/18/2008,8:14 AM,35.86811111,-94.897,9,11,95,7.5,1.5,0.15,0.1,0.013,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,1/15/2009,8:35 AM,35.86811111,-94.897,5,12,93,7.5,1.3,0.15,0.1,0.007,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,2/19/2009,7:57 AM,35.86811111,-94.897,8,10,89,7.5,2,0.15,0.1,0.007,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,3/17/2009,.,35.86811111,-94.897,9,11,94,7.5,2,0.15,0.1,0.007,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,3/19/2009,8:15 AM,35.86811111,-94.897,12,10,92,7.5,1.8,0.15,0.1,0.007,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,4/16/2009,8:50 AM,35.86811111,-94.897,12,10,95,7.5,2,0.15,0.1,0.007,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,5/21/2009,8:22 AM,35.86811111,-94.897,17,10,105,7.5,.,.,.,.,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,6/25/2009,.,35.86811111,-94.897,24,8,96,7.5,1,.,0.1,0.033333333,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,7/16/2009,9:45 AM,35.86811111,-94.897,26,.,.,7.5,1.5,0.08,0.1,0.02,.,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,8/22/2009,.,35.86811111,-94.897,22,.,.,8,1.5,.,0.1,0.053333333,15,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,9/27/2009,.,35.86811111,-94.897,20,8,89,7.5,2,.,0.1,0.007,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,10/18/2009,.,35.86811111,-94.897,14,7,69,7.5,2,.,0.1,0.001333333,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,11/19/2009,.,35.86811111,-94.897,11,9,81,7.5,2.4,0.3,0.1,0.007,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,12/17/2009,.,35.86811111,-94.897,9,11,95,7.5,2,.,0.1,0.007,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,1/21/2010,.,35.86811111,-94.897,10,11,91,7.5,2,.,0.1,0.00018,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,2/18/2010,.,35.86811111,-94.897,5,12,90,.,2,.,0.1,0.007,.,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,4/15/2010,.,35.86811111,-94.897,15,9,90,7.5,2,0.15,0.1,0.002,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,5/22/2010,.,35.86811111,-94.897,19,9,96,7.5,3,0.3,0.1,0.046666667,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,6/17/2010,.,35.86811111,-94.897,22,7,81,7.5,2.2,0.15,0.1,0.033333333,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,7/15/2010,.,35.86811111,-94.897,25,7,88,7.5,2,0.3,0.1,0.000313333,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,8/21/2010,.,35.86811111,-94.897,16,9,93,7.5,1,.,0.1,0.007,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,8/21/2010,.,35.86811111,-94.897,27,7,90,7.5,0.5,0.5,0.1,0.003333333,15,33,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,9/18/2010,.,35.86811111,-94.897,27,10,130,7,2,.,0.1,0.066666667,15,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,11/23/2010,.,35.86811111,-94.897,14,10,96,7.5,1,.,0.1,0.007,15,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,12/16/2010,.,35.86811111,-94.897,9,10,86,7.5,2.5,0.08,0.1,0.007,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,5/28/2011,.,35.86811111,-94.897,18,8,85,.,5,1.5,0.1,0.006666667,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,6/16/2011,.,35.86811111,-94.897,22,7,81,7.5,8,.,0.1,0.02,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,7/21/2011,.,35.86811111,-94.897,26,6,75,7.5,5,.,0.1,0.02,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,8/8/2011,.,35.86811111,-94.897,26,6,75,7.5,5,.,0.1,0.0022,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,10/2/2011,.,35.86811111,-94.897,17,8,84,7.5,5,.,0.1,0.007,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,11/3/2011,.,35.86811111,-94.897,15,8,80,7.5,.,.,0.1,0.001333333,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,11/17/2011,.,35.86811111,-94.897,12,9,84,7.5,3,.,0.1,0.007,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,12/12/2011,.,35.86811111,-94.897,10,11,96,7.5,4,.,0.1,0.026666667,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,2/16/2012,.,35.86811111,-94.897,9,10,86,7.5,.,.,0.1,0.02,.,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,3/15/2012,.,35.86811111,-94.897,15,9,90,6.5,.,.,0.1,0.033333333,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,4/19/2012,.,35.86811111,-94.897,16,9,91,7.5,2,.,0.1,0.033333333,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,5/22/2012,.,35.86811111,-94.897,19,8,89,7.5,1,.,0.1,0.013333333,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,6/23/2012,.,35.86811111,-94.897,25,6,74,7.5,1.2,.,0.1,0.007,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,7/31/2012,.,35.86811111,-94.897,25,5,64,7,.,.,.,.,.,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,8/10/2012,.,35.86811111,-94.897,23,4,48,7.7,.,.,0.1,0.007,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,9/20/2012,.,35.86811111,-94.897,21,6,70,7.5,.,.,0.1,0.026666667,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,10/25/2012,.,35.86811111,-94.897,20,7,79,7.5,1,.,0.1,0.02,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,11/15/2012,.,35.86811111,-94.897,12,8,75,7.5,1,.,0.1,0.007,15,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,1/26/2013,.,35.86811111,-94.897,9,10,85,7.5,2,.,.,0.013333333,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,3/22/2013,.,35.86811111,-94.897,9,10,85,7.7,2,0.15,0.1,0.006666667,15,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,4/17/2013,.,35.86811111,-94.897,16,8,81,7.5,4,.,0.1,0.007,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,5/16/2013,8:15 AM,35.86811111,-94.897,19,8,88,7.5,1.8,0,0,0,10,13.33333333,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,6/19/2013,8:15 AM,35.86811111,-94.897,20,7,79,7.5,2,0,0,0.033,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,9/13/2013,8:00 AM,35.86811111,-94.897,23,5,60,7.5,1,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,10/17/2013,8:10 AM,35.86811111,-94.897,18,7,75,7.5,2,0,0,0.02,15,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,11/21/2013,.,35.86811111,-94.897,14,7,69,7.5,1,.,0.1,0.007,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,12/20/2013,8:00 AM,35.86811111,-94.897,11,8,73,7.5,2,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,1/30/2014,8:15 AM,35.86811111,-94.897,4,10,75,7.7,2,0,0,0.013,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,2/25/2014,8:15 AM,35.86811111,-94.897,8,9,75,7.5,1,0,.,0.1,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,3/20/2014,8:00 AM,35.86811111,-94.897,8,9,75,7.5,1,0,0,0.007,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,4/1/2014,8:00 AM,35.86811111,-94.897,12,8,75,7.5,1,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,6/5/2014,8:00 AM,35.86811111,-94.897,20,7,77,7.5,0,0,0,0.027,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,6/19/2014,8:15 AM,35.86811111,-94.897,22,7,81,7.5,0.5,0,0,0.02,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,9/18/2014,8:00 AM,35.86811111,-94.897,21,6,70,7.5,.,.,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,10/16/2014,8:10 AM,35.86811111,-94.897,17,8,85,7.5,1.5,0,0,0.033,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,11/20/2014,8:15 AM,35.86811111,-94.897,10,9,80,7.5,1.5,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,12/18/2014,8:10 AM,35.86811111,-94.897,10,11,96,7.5,1.5,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,1/16/2015,8:00 AM,35.86811111,-94.897,6,10,78,7.5,3,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,2/26/2015,8:00 AM,35.86811111,-94.897,6,11,86,7.5,.,.,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,3/19/2015,8:05 AM,35.86811111,-94.897,10,10,88,.,.,.,.,.,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,4/17/2015,8:10 AM,35.86811111,-94.897,15,8,80,7.5,.,.,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,5/21/2015,8:15 AM,35.86811111,-94.897,16,9,91,.,1.8,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,7/27/2015,8:30 AM,35.86811111,-94.897,25,8,100,7.5,1,0,0,0.033,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,9/5/2015,8:00 AM,35.86811111,-94.897,24,6,71,7.5,2,0,0,0.233,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,9/16/2015,8:15 AM,35.86811111,-94.897,23,7,84,7.5,1,0,0,.,.,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,10/13/2015,8:10 AM,35.86811111,-94.897,19,6,66,7.5,1,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,11/25/2015,8:10 AM,35.86811111,-94.897,12,9,74,7.5,1,0,0,0.007,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,12/21/2015,8:15 AM,35.86811111,-94.897,12,9,74,7.5,2,0,0,0.033,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,1/21/2016,9:45 AM,35.86811111,-94.897,8,11,91,7.5,2,0,0,0.013,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,2/18/2016,8:00 AM,35.86811111,-94.897,9,11,95,7.5,1.5,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,3/17/2016,8:20 AM,35.86811111,-94.897,13,9,85,7.5,2,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,4/21/2016,8:00 AM,35.86811111,-94.897,15,8,80,7.5,3,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,5/19/2016,8:15 AM,35.86811111,-94.897,16,9,91,7.5,3,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,6/27/2016,8:20 AM,35.86811111,-94.897,25,7,86,7.5,.,.,0,0.033,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,7/25/2016,8:20 AM,35.86811111,-94.897,27,5,65,7.5,0,0,0,0.04,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,8/29/2016,8:25 AM,35.86811111,-94.897,25,6,75,.,0,0,0,0.027,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,9/22/2016,8:00 AM,35.86811111,-94.897,23,6,71,7.5,0,0,0,0.033,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,10/13/2016,8:15 AM,35.86811111,-94.897,19,7,76,8,0,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,11/17/2016,8:10 AM,35.86811111,-94.897,15,8,80,7.25,0,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,12/15/2016,8:15 AM,35.86811111,-94.897,9,9,78,7.5,0,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,1/19/2017,8:15 AM,35.86811111,-94.897,10,8,71,7.5,0,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,2/16/2017,8:00 AM,35.86811111,-94.897,9,9,77,7.5,0,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,3/23/2017,8:20 AM,35.86811111,-94.897,13,8,76,7.5,0,0.15,0,0.02,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,4/20/2017,8:00 AM,35.86811111,-94.897,18,7,75,7.5,0.5,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,5/28/2017,8:05 AM,35.86811111,-94.897,20,7,79,7.5,1.5,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,6/15/2017,8:30 AM,35.86811111,-94.897,23,6,71,7.5,1,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,7/29/2017,8:30 AM,35.86811111,-94.897,25,6,75,7.5,0.5,0,0,0.033,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,8/28/2017,8:15 AM,35.86811111,-94.897,24,6,72,7.5,1,0,0,0.027,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,9/22/2017,8:30 AM,35.86811111,-94.897,22,5,59,7.3,5,0,0,0.3,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,10/19/2017,8:10 AM,35.86811111,-94.897,17,6,64,7.5,1,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,11/17/2017,8:20 AM,35.86811111,-94.897,15.5,7,71,7.5,0.5,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,12/21/2017,8:10 AM,35.86811111,-94.897,12,8,75,7.5,1,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,1/18/2018,8:10 AM,35.86811111,-94.897,4.5,9,68,7.5,1,0,0,0.02,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,2/15/2018,8:10 AM,35.86811111,-94.897,11,12,106,7.5,1,0,0,0.02,15,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,3/15/2018,8:10 AM,35.86811111,-94.897,10,12,105,7.5,2,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,4/23/2018,8:10 AM,35.86811111,-94.897,12,12,110,7.5,2,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,5/27/2018,8:20 AM,35.86811111,-94.897,21.5,10,116,7.5,1.6,0,0,0.0267,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,6/20/2018,8:10 AM,35.86811111,-94.897,24,9,110,7.5,2,0,0,0.02,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,7/23/2018,8:10 AM,35.86811111,-94.897,14,9,88,7.5,1,0,0,0.02,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,8/29/2018,8:20 AM,35.86811111,-94.897,27,9,117,7.5,1.5,0,0,0.02,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,9/26/2018,8:20 AM,35.86811111,-94.897,22,7,81,8,1,0,0,0.013,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,11/5/2018,8:20 AM,35.86811111,-94.897,15,8,81,7.5,2,0,0,0.013,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,11/27/2018,8:15 AM,35.86811111,-94.897,9,11,95,7.5,2,0,0,0.033,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,12/18/2018,8:10 AM,35.86811111,-94.897,9,9,77,7.5,2,0,0,0.033,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,1/21/2019,8:00 AM,35.86811111,-94.897,7,13,105,7.5,3,0.3,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,2/20/2019,8:00 AM,35.86811111,-94.897,7,12,95,7.5,5,0,0,0.033,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,3/29/2019,8:00 AM,35.86811111,-94.897,13,11,104,7.5,3,0,0,0.007,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,4/18/2019,8:15 AM,35.86811111,-94.897,15,10,99,7.5,2,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,5/17/2019,8:00 AM,35.86811111,-94.897,18,10,107,.,1.8,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,7/17/2019,8:00 AM,35.86811111,-94.897,21,8,91,8,3,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,8/21/2019,8:20 AM,35.86811111,-94.897,25,9,111,8,2,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,10/1/2019,8:30 AM,35.86811111,-94.897,22.5,8,96,7.5,2,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,10/31/2019,8:30 AM,35.86811111,-94.897,12,11,101,7.5,2,0,0,0,5,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,11/22/2019,8:30 AM,35.86811111,-94.897,11.5,11,100,7.5,2,0,0,0,5,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,12/22/2019,8:15 AM,35.86811111,-94.897,9.5,11,95,7.5,2,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,1/24/2020,8:15 AM,35.86811111,-94.897,8,13,106,7.5,3,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,2/21/2020,10:45 AM,35.86811111,-94.897,9,17,140,7.5,2,0,0,0,.,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,3/20/2020,8:15 AM,35.86811111,-94.897,13,12,110,7.5,2,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,4/23/2020,8:30 AM,35.86811111,-94.897,14,10,97,7.5,2,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
Baron Fork River: Welling Road,OK121700-05-0010G,Cherokee,5/18/2020,8:30 AM,35.86811111,-94.897,16,8,82,7.5,2,0,0,0,10,.,Blue Thumb,Illinois R.,11110103
